,amean,fquantile,squantile,tquantile,meanabschange,mad,strikebelowmean,strikeabovemean,stddev,skewness,kurtosis,mean_energy,ncmean,npeaks,bin_counts0,bin_counts1,bin_counts2,bin_counts3,bin_counts4,bin_counts5,bin_counts6,bin_counts7,bin_counts8,bin_counts9,bin_counts10,bin_counts11,bin_counts12,bin_counts13,bin_counts14,bin_counts15,amean,fquantile,squantile,tquantile,meanabschange,mad,strikebelowmean,strikeabovemean,stddev,skewness,kurtosis,mean_energy,ncmean,npeaks,bin_counts0,bin_counts1,bin_counts2,bin_counts3,bin_counts4,bin_counts5,bin_counts6,bin_counts7,bin_counts8,bin_counts9,bin_counts10,bin_counts11,bin_counts12,bin_counts13,bin_counts14,bin_counts15,amean,fquantile,squantile,tquantile,meanabschange,mad,strikebelowmean,strikeabovemean,stddev,skewness,kurtosis,mean_energy,ncmean,npeaks,bin_counts0,bin_counts1,bin_counts2,bin_counts3,bin_counts4,bin_counts5,bin_counts6,bin_counts7,bin_counts8,bin_counts9,bin_counts10,bin_counts11,bin_counts12,bin_counts13,bin_counts14,bin_counts15,amean,fquantile,squantile,tquantile,meanabschange,mad,strikebelowmean,strikeabovemean,stddev,skewness,kurtosis,mean_energy,ncmean,npeaks,bin_counts0,bin_counts1,bin_counts2,bin_counts3,bin_counts4,bin_counts5,bin_counts6,bin_counts7,bin_counts8,bin_counts9,bin_counts10,bin_counts11,bin_counts12,bin_counts13,bin_counts14,bin_counts15
0,-5.6481792472826085,-13.70749925,-6.05,1.44,1.0314441307901907,9.648357210701205,73,51,12.174525558252991,0.2618025755220429,-0.12154753119983397,180.12100137798924,15,14,0.02717391304347826,0.016304347826086956,0.010869565217391304,0.04891304347826087,0.035326086956521736,0.09782608695652174,0.13858695652173914,0.08423913043478261,0.10054347826086957,0.07336956521739131,0.1793478260869565,0.06521739130434782,0.002717391304347826,0.005434782608695652,0.005434782608695652,0.10869565217391304,11.988097641304346,8.015,12.744999,18.515,0.7828337874659399,7.76395933358932,56,90,11.193851668702909,-1.4005939305336383,3.012957362004181,269.01680023836985,13,14,0.016304347826086956,0.019021739130434784,0.01358695652173913,0.008152173913043478,0.008152173913043478,0.002717391304347826,0.008152173913043478,0.01358695652173913,0.08152173913043478,0.21739130434782608,0.1793478260869565,0.15760869565217392,0.10326086956521739,0.12771739130434784,0.019021739130434784,0.024456521739130436,-24.579021464673914,-28.335,-24.23,-21.48,0.5796457602179836,4.560718289224952,83,51,6.266593885057553,-0.7272536935603213,2.3110734151355845,643.3984950811416,18,15,0.008152173913043478,0.002717391304347826,0.002717391304347826,0.002717391304347826,0.002717391304347826,0.01358695652173913,0.021739130434782608,0.03804347826086957,0.059782608695652176,0.14402173913043478,0.13043478260869565,0.22282608695652173,0.1956521739130435,0.016304347826086956,0.008152173913043478,0.13043478260869565,32.51825280777205,28.17197209373085,31.23121899286035,35.53702799577689,0.5562071141483396,4.520456514979118,60,158,5.924485718383155,1.672133471155829,4.854231583586506,1092.5362966975006,7,24,0.06793478260869565,0.18478260869565216,0.1766304347826087,0.125,0.16576086956521738,0.12228260869565218,0.07880434782608696,0.03260869565217391,0.016304347826086956,0.002717391304347826,0.002717391304347826,0.002717391304347826,0.002717391304347826,0.002717391304347826,0.005434782608695652,0.010869565217391304
1,-6.8429890244565215,-12.67999975,-6.18,-0.27499999999999997,0.9940326866485014,6.293374476473889,36,38,7.050392013355208,-0.30361810701495423,-1.1136586914446007,96.53452633081532,12,19,0.016304347826086956,0.03804347826086957,0.005434782608695652,0.021739130434782608,0.04619565217391304,0.08423913043478261,0.10597826086956522,0.08152173913043478,0.059782608695652176,0.029891304347826088,0.04619565217391304,0.043478260869565216,0.07065217391304347,0.10597826086956522,0.1331521739130435,0.11141304347826086,9.303206377717391,6.41,8.58,11.88499975,0.5913350953678473,2.999257327829631,48,41,3.6829515984363255,0.5739706755628942,-0.2991005138934031,100.11378138282623,18,17,0.010869565217391304,0.010869565217391304,0.021739130434782608,0.11413043478260869,0.15489130434782608,0.11141304347826086,0.13043478260869565,0.11956521739130435,0.0625,0.057065217391304345,0.05434782608695652,0.07608695652173914,0.024456521739130436,0.016304347826086956,0.024456521739130436,0.010869565217391304,-25.006412744565218,-26.51,-24.72,-23.449999,0.43103540599455037,1.8644163038752364,33,41,2.322966121281267,-0.32693302326153245,-0.4730935065805948,630.7168499521742,28,19,0.029891304347826088,0.010869565217391304,0.03260869565217391,0.051630434782608696,0.04619565217391304,0.07065217391304347,0.043478260869565216,0.07336956521739131,0.11413043478260869,0.11684782608695653,0.13043478260869565,0.09782608695652174,0.05434782608695652,0.05434782608695652,0.04076086956521739,0.03260869565217391,28.66222987221729,26.77583051933217,28.891437308670923,30.506791986845794,0.5074996234672994,1.9969075078445402,37,41,2.41696843545603,0.0283822467384794,-0.7101472829405946,827.3651576658158,24,19,0.01358695652173913,0.07065217391304347,0.07608695652173914,0.059782608695652176,0.07336956521739131,0.07065217391304347,0.08967391304347826,0.11956521739130435,0.11956521739130435,0.08152173913043478,0.07608695652173914,0.07880434782608696,0.021739130434782608,0.019021739130434784,0.024456521739130436,0.005434782608695652
2,-8.077608559782608,-13.627499749999998,-7.74,-1.68,0.987193438692098,6.449334693259687,38,37,7.315535804879995,-0.18024750896160907,-1.1894489263216652,118.76482415755447,11,18,0.035326086956521736,0.057065217391304345,0.03804347826086957,0.051630434782608696,0.043478260869565216,0.10597826086956522,0.06521739130434782,0.0625,0.04076086956521739,0.04891304347826087,0.07608695652173914,0.0625,0.10326086956521739,0.07880434782608696,0.08695652173913043,0.043478260869565216,8.520570554347824,5.94,8.09,10.32,0.5789918092643052,2.572649664106805,45,36,3.247204366076404,0.6220496748633227,-0.05951847777369457,83.14445876668488,25,15,0.010869565217391304,0.010869565217391304,0.016304347826086956,0.11956521739130435,0.14402173913043478,0.11956521739130435,0.12771739130434784,0.1358695652173913,0.08152173913043478,0.0625,0.035326086956521736,0.024456521739130436,0.051630434782608696,0.04076086956521739,0.008152173913043478,0.010869565217391304,-24.7852170625,-26.16,-24.539998999999998,-23.39,0.3974386430517711,1.6065689487092392,30,49,2.0131043754335436,-0.5011109035974217,-0.006829098408870138,618.3595740616307,32,16,0.021739130434782608,0.002717391304347826,0.01358695652173913,0.024456521739130436,0.02717391304347826,0.051630434782608696,0.0625,0.06793478260869565,0.11956521739130435,0.09239130434782608,0.14402173913043478,0.11684782608695653,0.08152173913043478,0.08152173913043478,0.0625,0.029891304347826088,28.48890120139829,25.77724289365512,29.13970902498655,30.762702212348316,0.5081349015306909,2.478562974486831,34,42,2.941320336657816,-0.24219293560355784,-0.8445316958632016,820.2688569858703,14,17,0.01358695652173913,0.057065217391304345,0.05434782608695652,0.08423913043478261,0.0625,0.057065217391304345,0.02717391304347826,0.059782608695652176,0.12228260869565218,0.14945652173913043,0.10054347826086957,0.11684782608695653,0.03260869565217391,0.021739130434782608,0.029891304347826088,0.010869565217391304
3,-8.294510722826088,-14.097499749999999,-8.24,-1.8425,0.9355858174386921,6.497228114130435,35,37,7.389513214457405,-0.08213150046039464,-1.1832962063374575,123.40381367771755,11,17,0.021739130434782608,0.051630434782608696,0.04619565217391304,0.07608695652173914,0.05434782608695652,0.10054347826086957,0.08423913043478261,0.05434782608695652,0.03260869565217391,0.07608695652173914,0.07336956521739131,0.08695652173913043,0.07880434782608696,0.07880434782608696,0.07065217391304347,0.01358695652173913,8.762391182065217,6.41,8.4,10.73,0.5307629209809264,2.564320541779891,36,36,3.2231436349957585,0.5875666802318943,-0.28040041296911333,87.16815411934793,29,13,0.02717391304347826,0.08152173913043478,0.07336956521739131,0.10326086956521739,0.09782608695652174,0.15489130434782608,0.12228260869565218,0.07608695652173914,0.057065217391304345,0.03804347826086957,0.029891304347826088,0.04076086956521739,0.04891304347826087,0.035326086956521736,0.002717391304347826,0.010869565217391304,-24.805434448369564,-26.22,-24.779999,-23.375,0.3816076130790191,1.5228650312056946,29,31,1.8651344964265755,-0.04831397180884287,-0.7347406788531621,618.78830486212,38,15,0.010869565217391304,0.03260869565217391,0.04619565217391304,0.059782608695652176,0.04076086956521739,0.08423913043478261,0.07608695652173914,0.09239130434782608,0.13858695652173914,0.09510869565217392,0.04891304347826087,0.059782608695652176,0.08423913043478261,0.051630434782608696,0.057065217391304345,0.021739130434782608,28.63532867615062,25.905065374509118,29.43219683353915,30.97798987194355,0.4884178048012178,2.593699608969369,35,39,3.062388653977643,-0.3658396070368871,-0.9073627991499622,829.3602726591854,11,17,0.016304347826086956,0.07608695652173914,0.051630434782608696,0.0625,0.05434782608695652,0.051630434782608696,0.02717391304347826,0.059782608695652176,0.08695652173913043,0.1331521739130435,0.13043478260869565,0.1331521739130435,0.04891304347826087,0.02717391304347826,0.035326086956521736,0.005434782608695652
4,-7.190950972826086,-13.679998999999999,-7.615,-0.47,1.0092915585831062,6.709897690808128,33,36,7.575951080238155,0.03666433050459876,-1.076530305513515,109.10481066375011,12,15,0.016304347826086956,0.04076086956521739,0.059782608695652176,0.08152173913043478,0.13858695652173914,0.07336956521739131,0.07608695652173914,0.059782608695652176,0.051630434782608696,0.09239130434782608,0.12771739130434784,0.11141304347826086,0.03804347826086957,0.01358695652173913,0.008152173913043478,0.010869565217391304,8.334075959239131,5.9225,7.68,10.58249975,0.5350408365122615,2.7349600003987478,48,31,3.338401864344788,0.5067283078823783,-0.6509601126225864,80.60174910222838,23,15,0.005434782608695652,0.02717391304347826,0.043478260869565216,0.08152173913043478,0.11413043478260869,0.11956521739130435,0.11956521739130435,0.11413043478260869,0.07065217391304347,0.04619565217391304,0.04076086956521739,0.04076086956521739,0.043478260869565216,0.043478260869565216,0.057065217391304345,0.03260869565217391,-25.947472494565215,-27.72,-25.789998999999998,-24.4625,0.4309264686648501,1.785515646620983,41,39,2.0803887779506987,0.11135397186091402,-0.9001105974229868,677.5993463236417,20,18,0.008152173913043478,0.016304347826086956,0.057065217391304345,0.08967391304347826,0.11141304347826086,0.10597826086956522,0.051630434782608696,0.0625,0.10054347826086957,0.13858695652173914,0.07336956521739131,0.0625,0.07065217391304347,0.029891304347826088,0.010869565217391304,0.010869565217391304,29.26746786414502,26.430868113080827,29.850362628925375,31.5181914374022,0.5094711652365554,2.735248875318986,30,37,3.2743290779729133,-0.17712272289546271,-0.7014449837528471,867.3059060896201,18,14,0.01358695652173913,0.06521739130434782,0.057065217391304345,0.07880434782608696,0.04891304347826087,0.04619565217391304,0.06521739130434782,0.07608695652173914,0.08967391304347826,0.16304347826086957,0.11956521739130435,0.08423913043478261,0.03260869565217391,0.024456521739130436,0.008152173913043478,0.02717391304347826
5,-6.7064944239130435,-13.987499249999999,-7.195,0.47,1.0940054577656675,7.334956441044423,35,36,8.1843196391963,0.03655688789752945,-1.2039919500556577,111.96015541451101,11,15,0.021739130434782608,0.03804347826086957,0.059782608695652176,0.10054347826086957,0.12228260869565218,0.07608695652173914,0.0625,0.035326086956521736,0.05434782608695652,0.06521739130434782,0.11684782608695653,0.1331521739130435,0.04891304347826087,0.02717391304347826,0.02717391304347826,0.010869565217391304,7.337010777173913,4.6625,6.505,9.8475,0.558174370572207,3.096642734818053,45,33,3.7540709701172967,0.4495062125890933,-0.7670117376919299,67.92477599304357,24,12,0.043478260869565216,0.03804347826086957,0.08695652173913043,0.06521739130434782,0.125,0.11413043478260869,0.08695652173913043,0.09510869565217392,0.057065217391304345,0.043478260869565216,0.03260869565217391,0.03260869565217391,0.051630434782608696,0.059782608695652176,0.043478260869565216,0.024456521739130436,-26.657961595108695,-28.55,-27.349998,-24.66,0.47694826158038145,2.1200755229206045,44,27,2.4673887357768716,0.3539454414698396,-0.9119327048039643,716.7349235797286,21,18,0.029891304347826088,0.04891304347826087,0.06521739130434782,0.10054347826086957,0.14130434782608695,0.125,0.05434782608695652,0.04891304347826087,0.057065217391304345,0.06521739130434782,0.057065217391304345,0.07065217391304347,0.059782608695652176,0.04076086956521739,0.021739130434782608,0.01358695652173913,29.70450663222656,26.17085781901399,30.59300111793021,32.44764134087874,0.548672355935811,3.239360412583824,31,40,3.7765249533521996,-0.16132832393621122,-1.04079952812872,896.6198549872834,15,12,0.021739130434782608,0.06793478260869565,0.07336956521739131,0.06521739130434782,0.057065217391304345,0.057065217391304345,0.04076086956521739,0.04619565217391304,0.06521739130434782,0.12771739130434784,0.12228260869565218,0.09239130434782608,0.05434782608695652,0.03260869565217391,0.043478260869565216,0.03260869565217391
6,-6.8289128831521735,-14.639999,-5.51,0.47,1.0807901798365123,7.626969351532963,35,35,8.495127467962273,-0.04757940982307908,-1.2867300605679521,118.80124186260886,11,15,0.024456521739130436,0.04076086956521739,0.07608695652173914,0.08423913043478261,0.07336956521739131,0.08695652173913043,0.057065217391304345,0.03804347826086957,0.04076086956521739,0.04619565217391304,0.09510869565217392,0.11684782608695653,0.08967391304347826,0.04891304347826087,0.03804347826086957,0.043478260869565216,7.207690122282608,4.297499999999999,6.36,9.95,0.5801089809264305,3.145277534853497,45,24,3.7980907551786753,0.5602463515025679,-0.7176202055805754,66.37629028342401,21,11,0.04076086956521739,0.03804347826086957,0.08152173913043478,0.11684782608695653,0.1331521739130435,0.09510869565217392,0.09239130434782608,0.09239130434782608,0.03804347826086957,0.02717391304347826,0.03260869565217391,0.035326086956521736,0.059782608695652176,0.059782608695652176,0.024456521739130436,0.03260869565217391,-26.5176354673913,-28.439999,-26.76,-24.33499975,0.49419618256130793,2.0689312847353496,46,27,2.425507078229296,0.17842015744543438,-0.9673441178711597,709.0680753679896,27,16,0.02717391304347826,0.059782608695652176,0.05434782608695652,0.08423913043478261,0.10054347826086957,0.11413043478260869,0.07880434782608696,0.07065217391304347,0.07065217391304347,0.04619565217391304,0.07065217391304347,0.08695652173913043,0.057065217391304345,0.04619565217391304,0.021739130434782608,0.010869565217391304,29.65626938440342,25.989526793124913,30.297903214440886,32.74008489848499,0.5729818388140298,3.3400153604523637,31,40,3.8407412974214967,-0.08416498569382154,-1.1504968064822818,894.2456075140226,15,14,0.03260869565217391,0.057065217391304345,0.11141304347826086,0.07608695652173914,0.057065217391304345,0.04891304347826087,0.03804347826086957,0.0625,0.09510869565217392,0.11141304347826086,0.09239130434782608,0.06521739130434782,0.08152173913043478,0.043478260869565216,0.01358695652173913,0.01358695652173913
7,-7.182880328804348,-15.552499749999999,-6.17,-0.41,1.0558037983651225,7.43088598983932,40,36,8.423410255438322,0.034987646883435246,-1.1976706563573039,122.54761014934793,11,17,0.016304347826086956,0.08967391304347826,0.11684782608695653,0.059782608695652176,0.07336956521739131,0.057065217391304345,0.04891304347826087,0.04619565217391304,0.06521739130434782,0.09782608695652174,0.125,0.06521739130434782,0.051630434782608696,0.029891304347826088,0.04891304347826087,0.008152173913043478,7.353260779891303,4.37,6.83,10.0275,0.5979291307901907,2.9841374203095454,39,33,3.6693785585512835,0.4331444644664009,-0.6515908341977781,67.53478310304358,29,13,0.01358695652173913,0.03804347826086957,0.05434782608695652,0.10869565217391304,0.08695652173913043,0.08967391304347826,0.125,0.11956521739130435,0.07608695652173914,0.03260869565217391,0.059782608695652176,0.03260869565217391,0.04891304347826087,0.057065217391304345,0.02717391304347826,0.029891304347826088,-26.421630076086952,-28.14749975,-26.76,-24.41,0.5063759346049046,2.010600109168242,43,26,2.393589647194511,0.1084361229523188,-0.7176016781108658,703.8318072767396,27,15,0.008152173913043478,0.0,0.008152173913043478,0.051630434782608696,0.0625,0.08423913043478261,0.1358695652173913,0.12771739130434784,0.09510869565217392,0.07336956521739131,0.07065217391304347,0.09510869565217392,0.08695652173913043,0.04891304347826087,0.03260869565217391,0.019021739130434784,29.65404531295712,25.99361227445124,30.145031920861516,32.74008489848499,0.5820227122290648,3.330866881803993,32,40,3.8146817830871607,0.004201550435366929,-1.1506096044170855,893.9142005291311,15,14,0.035326086956521736,0.07608695652173914,0.09510869565217392,0.08967391304347826,0.0625,0.04619565217391304,0.043478260869565216,0.07065217391304347,0.07608695652173914,0.09782608695652174,0.09510869565217392,0.07336956521739131,0.07065217391304347,0.035326086956521736,0.016304347826086956,0.016304347826086956
8,-9.389374894021739,-17.27,-9.45,-2.4,1.05702995640327,7.4288314103260875,38,40,8.485658959952554,0.25347069980012105,-1.0704894509217115,160.16676888510878,13,17,0.01358695652173913,0.04076086956521739,0.14673913043478262,0.12228260869565218,0.059782608695652176,0.07065217391304347,0.04891304347826087,0.07336956521739131,0.07065217391304347,0.08967391304347826,0.09239130434782608,0.06521739130434782,0.04891304347826087,0.019021739130434784,0.02717391304347826,0.010869565217391304,5.670706453804348,2.69,4.825,8.4275,0.5681198746594005,3.205717376166706,52,50,3.769248112139707,0.5455903069297147,-0.6838311769347838,46.36414301608703,13,13,0.051630434782608696,0.043478260869565216,0.11956521739130435,0.15217391304347827,0.10869565217391304,0.04891304347826087,0.057065217391304345,0.10054347826086957,0.057065217391304345,0.0625,0.03260869565217391,0.051630434782608696,0.035326086956521736,0.035326086956521736,0.02717391304347826,0.016304347826086956,-26.832472453804346,-28.439999,-27.05,-25.13,0.5051497711171661,1.9326100378367204,42,27,2.3486503268447345,0.07322436670412168,-0.5735698626816155,725.4977363419571,27,16,0.008152173913043478,0.01358695652173913,0.019021739130434784,0.05434782608695652,0.07880434782608696,0.07065217391304347,0.13043478260869565,0.14673913043478262,0.09239130434782608,0.07880434782608696,0.08967391304347826,0.07608695652173914,0.0625,0.043478260869565216,0.016304347826086956,0.019021739130434784,30.356941554631327,27.542399668858273,31.027463947712235,32.71662236270802,0.5395778411119939,2.7144286057686347,35,39,3.2380160116729937,-0.3172765153944732,-0.7919240625795156,932.0286482431528,23,16,0.021739130434782608,0.05434782608695652,0.04891304347826087,0.08152173913043478,0.059782608695652176,0.04076086956521739,0.057065217391304345,0.059782608695652176,0.1331521739130435,0.14945652173913043,0.10869565217391304,0.08967391304347826,0.04891304347826087,0.029891304347826088,0.008152173913043478,0.008152173913043478
9,-11.622309614130435,-19.789998999999998,-12.325,-4.4675,1.1110626648501363,7.903588879194234,36,37,8.899880356995531,0.20695750525738732,-1.1836566458016355,214.28595113554366,11,17,0.04619565217391304,0.057065217391304345,0.11684782608695653,0.12228260869565218,0.07336956521739131,0.04619565217391304,0.043478260869565216,0.043478260869565216,0.07336956521739131,0.08967391304347826,0.07880434782608696,0.06793478260869565,0.043478260869565216,0.051630434782608696,0.029891304347826088,0.016304347826086956,5.551440141304347,2.58,4.19,8.112499999999999,0.5659945340599455,3.459602783022212,52,36,4.1450634508587765,0.7972283029395297,-0.3604029791024477,48.000038654130506,14,14,0.06521739130434782,0.08423913043478261,0.14673913043478262,0.15217391304347827,0.10597826086956522,0.07608695652173914,0.043478260869565216,0.06793478260869565,0.024456521739130436,0.03804347826086957,0.04619565217391304,0.051630434782608696,0.03804347826086957,0.024456521739130436,0.005434782608695652,0.029891304347826088,-26.36921157336956,-27.79249925,-26.39,-24.66,0.4950136239782017,1.790248771340383,27,28,2.1742739584577246,-0.13343791988856799,-0.45232863544104607,700.0627862475549,29,16,0.016304347826086956,0.019021739130434784,0.04891304347826087,0.02717391304347826,0.07065217391304347,0.10054347826086957,0.13858695652173914,0.09510869565217392,0.09239130434782608,0.12771739130434784,0.07880434782608696,0.10054347826086957,0.051630434782608696,0.021739130434782608,0.002717391304347826,0.008152173913043478,30.846512648864028,27.97114667690942,31.299899220494297,32.960743482418685,0.5652376801727637,2.687323468615343,31,41,3.2926332077382345,-0.056181251456442725,-0.6020718680377599,962.3487760372288,26,17,0.021739130434782608,0.04076086956521739,0.09239130434782608,0.07608695652173914,0.04891304347826087,0.04891304347826087,0.0625,0.13858695652173914,0.14130434782608695,0.12228260869565218,0.08152173913043478,0.043478260869565216,0.035326086956521736,0.021739130434782608,0.01358695652173913,0.010869565217391304
