,user,attacktype,attacker,sensors,nfeatures,cval,gamma,kernel,far,frr,hter,refhter
62566,User24,zero-effort,rest,"('LAcc',)",30,0.16,scale,rbf,0.01818181818181818,0.0,0.00909090909090909,0.01818181818181818
62567,User24,dict-effort,I1_slength_long,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62568,User24,dict-effort,I1_slength_longer,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62569,User24,dict-effort,I1_slength_normal,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62570,User24,dict-effort,I1_slength_short,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62571,User24,dict-effort,I1_speed1_4,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62572,User24,dict-effort,I1_speed1_6,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62573,User24,dict-effort,I1_speed1_8,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62574,User24,dict-effort,I1_speed2_0,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62575,User24,dict-effort,I1_speed2_2,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62576,User24,dict-effort,I1_speed2_4,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62577,User24,dict-effort,I1_speed2_6,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62578,User24,dict-effort,I1_speed2_8,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62579,User24,dict-effort,I1_speed3_0,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62580,User24,dict-effort,I1_swidth_close,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62581,User24,dict-effort,I1_swidth_normal,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62582,User24,dict-effort,I1_swidth_wide,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62583,User24,dict-effort,I1_swidth_wider,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62584,User24,dict-effort,I1_tlift_back,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62585,User24,dict-effort,I1_tlift_front,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62586,User24,dict-effort,I1_tlift_normal,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62587,User24,dict-effort,I1_tlift_up,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62588,User24,dict-effort,I2_slength_long,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62589,User24,dict-effort,I2_slength_longer,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62590,User24,dict-effort,I2_slength_normal,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62591,User24,dict-effort,I2_slength_short,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62592,User24,dict-effort,I2_speed1_4,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62593,User24,dict-effort,I2_speed1_6,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62594,User24,dict-effort,I2_speed1_8,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62595,User24,dict-effort,I2_speed2_0,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62596,User24,dict-effort,I2_speed2_2,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62597,User24,dict-effort,I2_speed2_4,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62598,User24,dict-effort,I2_speed2_6,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62599,User24,dict-effort,I2_speed2_8,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62600,User24,dict-effort,I2_speed3_0,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62601,User24,dict-effort,I2_swidth_close,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62602,User24,dict-effort,I2_swidth_normal,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62603,User24,dict-effort,I2_swidth_wide,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62604,User24,dict-effort,I2_swidth_wider,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62605,User24,dict-effort,I2_tlift_back,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62606,User24,dict-effort,I2_tlift_front,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62607,User24,dict-effort,I2_tlift_normal,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62608,User24,dict-effort,I2_tlift_up,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62609,User24,dict-effort,I3_slength_long,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62610,User24,dict-effort,I3_slength_longer,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62611,User24,dict-effort,I3_slength_normal,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62612,User24,dict-effort,I3_slength_short,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62613,User24,dict-effort,I3_speed1_6,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62614,User24,dict-effort,I3_speed1_8,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62615,User24,dict-effort,I3_speed2_0,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62616,User24,dict-effort,I3_speed2_2,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62617,User24,dict-effort,I3_speed2_4,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62618,User24,dict-effort,I3_speed2_6,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62619,User24,dict-effort,I3_speed2_8,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62620,User24,dict-effort,I3_speed3_0,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62621,User24,dict-effort,I3_swidth_close,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62622,User24,dict-effort,I3_swidth_normal,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62623,User24,dict-effort,I3_swidth_wide,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62624,User24,dict-effort,I3_swidth_wider,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62625,User24,dict-effort,I3_tlift_back,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62626,User24,dict-effort,I3_tlift_front,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62627,User24,dict-effort,I3_tlift_normal,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62628,User24,dict-effort,I3_tlift_up,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62629,User24,dict-effort,I4_slength_long,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62630,User24,dict-effort,I4_slength_normal,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62631,User24,dict-effort,I4_slength_short,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62632,User24,dict-effort,I4_speed1_6,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62633,User24,dict-effort,I4_speed1_8,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62634,User24,dict-effort,I4_speed2_0,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62635,User24,dict-effort,I4_speed2_2,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62636,User24,dict-effort,I4_speed2_4,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62637,User24,dict-effort,I4_speed2_6,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62638,User24,dict-effort,I4_speed2_8,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62639,User24,dict-effort,I4_swidth_close,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
62640,User24,dict-effort,I4_swidth_normal,"('LAcc',)",30,0.16,scale,rbf,0.0,0.0,0.0,0.00909090909090909
