,user,attacktype,attacker,sensors,nfeatures,cval,gamma,kernel,far,frr,hter,refhter
59881,User23,zero-effort,rest,"('LAcc',)",30,0.32,scale,rbf,0.02181818181818182,0.21951219512195122,0.12066518847006652,0.038181818181818185
59882,User23,dict-effort,I1_slength_long,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59883,User23,dict-effort,I1_slength_longer,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59884,User23,dict-effort,I1_slength_normal,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59885,User23,dict-effort,I1_slength_short,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59886,User23,dict-effort,I1_speed1_4,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59887,User23,dict-effort,I1_speed1_6,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59888,User23,dict-effort,I1_speed1_8,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59889,User23,dict-effort,I1_speed2_0,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59890,User23,dict-effort,I1_speed2_2,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59891,User23,dict-effort,I1_speed2_4,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59892,User23,dict-effort,I1_speed2_6,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59893,User23,dict-effort,I1_speed2_8,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59894,User23,dict-effort,I1_speed3_0,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59895,User23,dict-effort,I1_swidth_close,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59896,User23,dict-effort,I1_swidth_normal,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59897,User23,dict-effort,I1_swidth_wide,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59898,User23,dict-effort,I1_swidth_wider,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59899,User23,dict-effort,I1_tlift_back,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59900,User23,dict-effort,I1_tlift_front,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59901,User23,dict-effort,I1_tlift_normal,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59902,User23,dict-effort,I1_tlift_up,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
59903,User23,dict-effort,I2_slength_long,"('LAcc',)",30,0.32,scale,rbf,0.0,0.21951219512195122,0.10975609756097561,0.12066518847006652
