,user,attacktype,attacker,sensors,nfeatures,cval,gamma,kernel,far,frr,hter,refhter
24571,User10,zero-effort,rest,"('LAcc',)",30,0.32,scale,linear,0.09454545454545454,0.3157894736842105,0.20516746411483253,0.07454545454545454
24572,User10,dict-effort,I1_slength_long,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24573,User10,dict-effort,I1_slength_longer,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24574,User10,dict-effort,I1_slength_normal,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24575,User10,dict-effort,I1_slength_short,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24576,User10,dict-effort,I1_speed1_4,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24577,User10,dict-effort,I1_speed1_6,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24578,User10,dict-effort,I1_speed1_8,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24579,User10,dict-effort,I1_speed2_0,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24580,User10,dict-effort,I1_speed2_2,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24581,User10,dict-effort,I1_speed2_4,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24582,User10,dict-effort,I1_speed2_6,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24583,User10,dict-effort,I1_speed2_8,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24584,User10,dict-effort,I1_speed3_0,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24585,User10,dict-effort,I1_swidth_close,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24586,User10,dict-effort,I1_swidth_normal,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24587,User10,dict-effort,I1_swidth_wide,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24588,User10,dict-effort,I1_swidth_wider,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24589,User10,dict-effort,I1_tlift_back,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24590,User10,dict-effort,I1_tlift_front,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24591,User10,dict-effort,I1_tlift_normal,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24592,User10,dict-effort,I1_tlift_up,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24593,User10,dict-effort,I2_slength_long,"('LAcc',)",30,0.32,scale,linear,0.21052631578947367,0.3157894736842105,0.2631578947368421,0.20516746411483253
24594,User10,dict-effort,I2_slength_longer,"('LAcc',)",30,0.32,scale,linear,0.08695652173913043,0.3157894736842105,0.20137299771167047,0.20516746411483253
24595,User10,dict-effort,I2_slength_normal,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24596,User10,dict-effort,I2_slength_short,"('LAcc',)",30,0.32,scale,linear,0.08333333333333333,0.3157894736842105,0.1995614035087719,0.20516746411483253
24597,User10,dict-effort,I2_speed1_4,"('LAcc',)",30,0.32,scale,linear,0.8,0.3157894736842105,0.5578947368421052,0.20516746411483253
24598,User10,dict-effort,I2_speed1_6,"('LAcc',)",30,0.32,scale,linear,0.7,0.3157894736842105,0.5078947368421052,0.20516746411483253
24599,User10,dict-effort,I2_speed1_8,"('LAcc',)",30,0.32,scale,linear,0.3333333333333333,0.3157894736842105,0.32456140350877194,0.20516746411483253
24600,User10,dict-effort,I2_speed2_0,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24601,User10,dict-effort,I2_speed2_2,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24602,User10,dict-effort,I2_speed2_4,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24603,User10,dict-effort,I2_speed2_6,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24604,User10,dict-effort,I2_speed2_8,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24605,User10,dict-effort,I2_speed3_0,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24606,User10,dict-effort,I2_swidth_close,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24607,User10,dict-effort,I2_swidth_normal,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24608,User10,dict-effort,I2_swidth_wide,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24609,User10,dict-effort,I2_swidth_wider,"('LAcc',)",30,0.32,scale,linear,0.0625,0.3157894736842105,0.18914473684210525,0.20516746411483253
24610,User10,dict-effort,I2_tlift_back,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24611,User10,dict-effort,I2_tlift_front,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24612,User10,dict-effort,I2_tlift_normal,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24613,User10,dict-effort,I2_tlift_up,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24614,User10,dict-effort,I3_slength_long,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24615,User10,dict-effort,I3_slength_longer,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24616,User10,dict-effort,I3_slength_normal,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24617,User10,dict-effort,I3_slength_short,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24618,User10,dict-effort,I3_speed1_6,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24619,User10,dict-effort,I3_speed1_8,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24620,User10,dict-effort,I3_speed2_0,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24621,User10,dict-effort,I3_speed2_2,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24622,User10,dict-effort,I3_speed2_4,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24623,User10,dict-effort,I3_speed2_6,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24624,User10,dict-effort,I3_speed2_8,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24625,User10,dict-effort,I3_speed3_0,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24626,User10,dict-effort,I3_swidth_close,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24627,User10,dict-effort,I3_swidth_normal,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24628,User10,dict-effort,I3_swidth_wide,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24629,User10,dict-effort,I3_swidth_wider,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24630,User10,dict-effort,I3_tlift_back,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24631,User10,dict-effort,I3_tlift_front,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24632,User10,dict-effort,I3_tlift_normal,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24633,User10,dict-effort,I3_tlift_up,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24634,User10,dict-effort,I4_slength_long,"('LAcc',)",30,0.32,scale,linear,0.43478260869565216,0.3157894736842105,0.37528604118993136,0.20516746411483253
24635,User10,dict-effort,I4_slength_normal,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24636,User10,dict-effort,I4_slength_short,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24637,User10,dict-effort,I4_speed1_6,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24638,User10,dict-effort,I4_speed1_8,"('LAcc',)",30,0.32,scale,linear,0.047619047619047616,0.3157894736842105,0.18170426065162906,0.20516746411483253
24639,User10,dict-effort,I4_speed2_0,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24640,User10,dict-effort,I4_speed2_2,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24641,User10,dict-effort,I4_speed2_4,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24642,User10,dict-effort,I4_speed2_6,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24643,User10,dict-effort,I4_speed2_8,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24644,User10,dict-effort,I4_swidth_close,"('LAcc',)",30,0.32,scale,linear,0.16666666666666666,0.3157894736842105,0.24122807017543857,0.20516746411483253
24645,User10,dict-effort,I4_swidth_normal,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24646,User10,dict-effort,I4_swidth_wide,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24647,User10,dict-effort,I4_tlift_back,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24648,User10,dict-effort,I4_tlift_front,"('LAcc',)",30,0.32,scale,linear,0.08333333333333333,0.3157894736842105,0.1995614035087719,0.20516746411483253
24649,User10,dict-effort,I4_tlift_normal,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24650,User10,dict-effort,I5_slength_long,"('LAcc',)",30,0.32,scale,linear,0.07692307692307693,0.3157894736842105,0.19635627530364372,0.20516746411483253
24651,User10,dict-effort,I5_slength_longer,"('LAcc',)",30,0.32,scale,linear,0.03125,0.3157894736842105,0.17351973684210525,0.20516746411483253
24652,User10,dict-effort,I5_slength_normal,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24653,User10,dict-effort,I5_slength_short,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24654,User10,dict-effort,I5_speed1_4,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24655,User10,dict-effort,I5_speed1_6,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24656,User10,dict-effort,I5_speed1_8,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24657,User10,dict-effort,I5_speed2_0,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24658,User10,dict-effort,I5_speed2_2,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24659,User10,dict-effort,I5_speed2_4,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
24660,User10,dict-effort,I5_speed2_6,"('LAcc',)",30,0.32,scale,linear,0.0,0.3157894736842105,0.15789473684210525,0.20516746411483253
