,user,attacktype,attacker,sensors,nfeatures,solver,cval,penalty,far,frr,hter,refhter
124321,User47,zero-effort,rest,"('LAcc',)",30,newton-cg,0.5,l2,0.09454545454545454,0.9625,0.5285227272727273,0.05272727272727273
124322,User47,dict-effort,I1_slength_long,"('LAcc',)",30,newton-cg,0.5,l2,0.08695652173913043,0.9625,0.5247282608695653,0.5285227272727273
124323,User47,dict-effort,I1_slength_longer,"('LAcc',)",30,newton-cg,0.5,l2,0.4827586206896552,0.9625,0.7226293103448276,0.5285227272727273
124324,User47,dict-effort,I1_slength_normal,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.9625,0.48125,0.5285227272727273
124325,User47,dict-effort,I1_slength_short,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.9625,0.48125,0.5285227272727273
124326,User47,dict-effort,I1_speed1_4,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.9625,0.48125,0.5285227272727273
124327,User47,dict-effort,I1_speed1_6,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.9625,0.48125,0.5285227272727273
124328,User47,dict-effort,I1_speed1_8,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.9625,0.48125,0.5285227272727273
124329,User47,dict-effort,I1_speed2_0,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.9625,0.48125,0.5285227272727273
124330,User47,dict-effort,I1_speed2_2,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.9625,0.48125,0.5285227272727273
124331,User47,dict-effort,I1_speed2_4,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.9625,0.48125,0.5285227272727273
124332,User47,dict-effort,I1_speed2_6,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.9625,0.48125,0.5285227272727273
124333,User47,dict-effort,I1_speed2_8,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.9625,0.48125,0.5285227272727273
124334,User47,dict-effort,I1_speed3_0,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.9625,0.48125,0.5285227272727273
124335,User47,dict-effort,I1_swidth_close,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.9625,0.48125,0.5285227272727273
124336,User47,dict-effort,I1_swidth_normal,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.9625,0.48125,0.5285227272727273
