,user,attacktype,attacker,sensors,nfeatures,solver,cval,penalty,far,frr,hter,refhter
57196,User22,zero-effort,rest,"('LAcc',)",30,newton-cg,0.4,l2,0.03636363636363636,0.0,0.01818181818181818,0.00909090909090909
57197,User22,dict-effort,I1_slength_long,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57198,User22,dict-effort,I1_slength_longer,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57199,User22,dict-effort,I1_slength_normal,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57200,User22,dict-effort,I1_slength_short,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57201,User22,dict-effort,I1_speed1_4,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57202,User22,dict-effort,I1_speed1_6,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57203,User22,dict-effort,I1_speed1_8,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57204,User22,dict-effort,I1_speed2_0,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57205,User22,dict-effort,I1_speed2_2,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57206,User22,dict-effort,I1_speed2_4,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57207,User22,dict-effort,I1_speed2_6,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57208,User22,dict-effort,I1_speed2_8,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57209,User22,dict-effort,I1_speed3_0,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57210,User22,dict-effort,I1_swidth_close,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57211,User22,dict-effort,I1_swidth_normal,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57212,User22,dict-effort,I1_swidth_wide,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57213,User22,dict-effort,I1_swidth_wider,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57214,User22,dict-effort,I1_tlift_back,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57215,User22,dict-effort,I1_tlift_front,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57216,User22,dict-effort,I1_tlift_normal,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57217,User22,dict-effort,I1_tlift_up,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57218,User22,dict-effort,I2_slength_long,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57219,User22,dict-effort,I2_slength_longer,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57220,User22,dict-effort,I2_slength_normal,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57221,User22,dict-effort,I2_slength_short,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57222,User22,dict-effort,I2_speed1_4,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57223,User22,dict-effort,I2_speed1_6,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57224,User22,dict-effort,I2_speed1_8,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57225,User22,dict-effort,I2_speed2_0,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57226,User22,dict-effort,I2_speed2_2,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57227,User22,dict-effort,I2_speed2_4,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57228,User22,dict-effort,I2_speed2_6,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57229,User22,dict-effort,I2_speed2_8,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57230,User22,dict-effort,I2_speed3_0,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57231,User22,dict-effort,I2_swidth_close,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57232,User22,dict-effort,I2_swidth_normal,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57233,User22,dict-effort,I2_swidth_wide,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57234,User22,dict-effort,I2_swidth_wider,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57235,User22,dict-effort,I2_tlift_back,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57236,User22,dict-effort,I2_tlift_front,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57237,User22,dict-effort,I2_tlift_normal,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57238,User22,dict-effort,I2_tlift_up,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57239,User22,dict-effort,I3_slength_long,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57240,User22,dict-effort,I3_slength_longer,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57241,User22,dict-effort,I3_slength_normal,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57242,User22,dict-effort,I3_slength_short,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57243,User22,dict-effort,I3_speed1_6,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57244,User22,dict-effort,I3_speed1_8,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57245,User22,dict-effort,I3_speed2_0,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57246,User22,dict-effort,I3_speed2_2,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
57247,User22,dict-effort,I3_speed2_4,"('LAcc',)",30,newton-cg,0.4,l2,0.0,0.0,0.0,0.01818181818181818
