,user,attacktype,attacker,sensors,nfeatures,solver,cval,penalty,far,frr,hter,refhter
32761,User13,zero-effort,rest,"('LAcc',)",30,newton-cg,0.5,l2,0.06909090909090909,0.0,0.034545454545454546,0.03636363636363636
32762,User13,dict-effort,I1_slength_long,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32763,User13,dict-effort,I1_slength_longer,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32764,User13,dict-effort,I1_slength_normal,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32765,User13,dict-effort,I1_slength_short,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32766,User13,dict-effort,I1_speed1_4,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32767,User13,dict-effort,I1_speed1_6,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32768,User13,dict-effort,I1_speed1_8,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32769,User13,dict-effort,I1_speed2_0,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32770,User13,dict-effort,I1_speed2_2,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32771,User13,dict-effort,I1_speed2_4,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32772,User13,dict-effort,I1_speed2_6,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32773,User13,dict-effort,I1_speed2_8,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32774,User13,dict-effort,I1_speed3_0,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32775,User13,dict-effort,I1_swidth_close,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32776,User13,dict-effort,I1_swidth_normal,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32777,User13,dict-effort,I1_swidth_wide,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32778,User13,dict-effort,I1_swidth_wider,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32779,User13,dict-effort,I1_tlift_back,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
32780,User13,dict-effort,I1_tlift_front,"('LAcc',)",30,newton-cg,0.5,l2,0.0,0.0,0.0,0.034545454545454546
