,shannon_entrp,sample_entrp,multiscale_entrp0,multiscale_entrp1,multiscale_entrp2,multiscale_entrp3,permute_entrp,multiscale_permute_entrp0,multiscale_permute_entrp1,multiscale_permute_entrp2,multiscale_permute_entrp3,composite_multiscale_entrp0,composite_multiscale_entrp1,composite_multiscale_entrp2,composite_multiscale_entrp3,pfd,hfd,hjorth_mobility,hjorth_complexity,svd_entropy,shannon_entrp,sample_entrp,multiscale_entrp0,multiscale_entrp1,multiscale_entrp2,multiscale_entrp3,permute_entrp,multiscale_permute_entrp0,multiscale_permute_entrp1,multiscale_permute_entrp2,multiscale_permute_entrp3,composite_multiscale_entrp0,composite_multiscale_entrp1,composite_multiscale_entrp2,composite_multiscale_entrp3,pfd,hfd,hjorth_mobility,hjorth_complexity,svd_entropy,shannon_entrp,sample_entrp,multiscale_entrp0,multiscale_entrp1,multiscale_entrp2,multiscale_entrp3,permute_entrp,multiscale_permute_entrp0,multiscale_permute_entrp1,multiscale_permute_entrp2,multiscale_permute_entrp3,composite_multiscale_entrp0,composite_multiscale_entrp1,composite_multiscale_entrp2,composite_multiscale_entrp3,pfd,hfd,hjorth_mobility,hjorth_complexity,svd_entropy,shannon_entrp,sample_entrp,multiscale_entrp0,multiscale_entrp1,multiscale_entrp2,multiscale_entrp3,permute_entrp,multiscale_permute_entrp0,multiscale_permute_entrp1,multiscale_permute_entrp2,multiscale_permute_entrp3,composite_multiscale_entrp0,composite_multiscale_entrp1,composite_multiscale_entrp2,composite_multiscale_entrp3,pfd,hfd,hjorth_mobility,hjorth_complexity,svd_entropy
0,1.527280023614339,2.0896821646340618,2.7621001457377763,2.627952667364349,2.521470010772327,2.4341390549513746,0.9998631373213918,0.9998631373213918,0.9961919064764031,0.9910760598382222,0.9922666387194963,0,0.9805257628658379,1.873087298096432,3.1075935277888935,0.6054461322700208,0.8682313015577678,0.05092211766813871,29.51652233014502,2.277756871268561,1.2490587858258049,1.8864360386460273,2.579778588943822,2.3910878945703455,2.3456337438734796,2.0423915830720096,0.9984173386457963,0.9984173386457963,0.9999774866179987,0.993614428200075,0.9991421039919088,0,0.8594625452813336,1.6800589072496988,2.6541061977167826,0.609852980557409,0.8374693338530028,0.047104582600978495,29.620233284881497,2.282487369413254,1.7191501908826867,1.7176853460402504,2.3988583000375723,2.234622291722178,2.2283222951157207,2.1169246349345765,0.9940302114769565,0.9940302114769565,0.9997973711292647,0.9881108365218301,0.9991421039919088,0,0.7943147719738334,1.5545947085536178,2.6588219746825255,0.6087156868524872,0.8203740679312848,0.04393859595599696,29.467385677021287,2.2788661346860852,1.4130159204936457,1.7397082581276877,2.401470546420991,2.3566457146715165,2.3413994397346913,2.343048814386924,0.9999507304328823,0.9999507304328823,0.9961919064764031,0.97663491144401,0.972279462096882,0,0.8292476983604815,1.679616751828496,2.897127697043573,0.5900779053435657,0.7950635874887767,0.02804634304031739,54.211847589910775,2.0609766160920673
1,1.954063154587959,2.1235218102212596,2.810374616405238,2.714665045996242,2.6900583086851877,2.543443152240573,0.9993375041688847,0.9993375041688847,0.9972741777957876,0.999525689293649,0.9922666387194963,0,1.023015560957314,2.0092980404055663,3.2954680355754755,0.6110156156623099,0.8187279079139168,0.04041205579733695,31.54795721612464,2.2522079396233914,1.799722018959633,1.948282348009041,2.629037796273823,2.512365022271401,2.5751625598763614,2.2733928129021974,0.9975844702713691,0.9975844702713691,0.9997973711292647,0.9999473039445343,0.9991421039919088,0,0.9171750368107983,1.879445795328584,2.9152242948977984,0.6192704569063954,0.8061749912966227,0.03812795832460287,32.119728879593666,2.250028852733208,1.7246364557619385,1.7586964398467895,2.4283111238741553,2.350395694326345,2.2667885759435165,2.1740830487745253,0.9898541501980407,0.9898541501980407,0.9961919064764031,0.9719417519338609,0.9884374283487116,0,0.8290917650986532,1.6247950252891261,2.788491140619443,0.617248466147668,0.7750815338625568,0.03954102341642345,29.866851160270155,2.2587819394510396,1.6642363140069456,1.703268320445124,2.3734222860935263,2.3826871989628686,2.4220291741348006,2.3707933430205794,0.9997317410052918,0.9997317410052918,0.9961919064764031,0.9668100575025924,0.9575534837147482,0,0.8345785735678614,1.723831391901321,2.9557199618852423,0.5949816853021619,0.7677420819717301,0.025011719153839942,59.748412721339236,2.0106739996959027
2,1.9480131577867517,2.147580106266417,2.842123314719818,2.727300593167781,2.7143019202951804,2.652525546666125,0.9980228620629991,0.9980228620629991,0.9961919064764031,0.9974163820804769,0.9991421039919088,0,1.0193525409112776,2.0032186939523235,3.334525750659177,0.607602734576114,0.816790988217255,0.040379665437099685,32.02095920307362,2.2455201628949726,1.745140910532799,1.9885676342692846,2.6821476215877715,2.6124484808283834,2.680127740482587,2.5649493574615367,0.9980228620629991,0.9980228620629991,0.9918573807342546,0.9999473039445343,0.9999046950184836,0,0.9709100819018941,1.9026432674443727,3.158619122439619,0.6199617702356041,0.7916975447375689,0.03757768868033492,34.393018221161846,2.231076340722877,1.6682936713353163,1.7014807194165673,2.3614139256465307,2.298790921973342,2.3274131977599515,2.259567707910355,0.9878731798398314,0.9878731798398314,0.9994370951632254,0.9418285354475157,0.9884374283487116,0,0.8107242269359922,1.6262298905705572,2.735729336711685,0.6153003274236547,0.7814526226131773,0.04114012323711851,30.604937255577983,2.2625970839444216,1.7518380197151695,1.6874538872605866,2.351412279528693,2.3654618926809894,2.3978952727983707,2.39408029439937,0.9995565335032317,0.9995565335032317,0.9880574933023198,0.9612366047228759,0.9182958340544896,0,0.8483218484836775,1.7092430274384203,2.9939310038668117,0.5941299601504407,0.7842626669739499,0.024176605794121786,60.654312716168704,2.0031156185509422
3,1.9766108823633013,2.12166640737592,2.791122163586154,2.748411978421519,2.637568126063791,2.652525546666125,0.9990746396870638,0.9990746396870638,0.9961919064764031,0.9999473039445343,0.9976161146077624,0,1.024857183665462,1.9740979958182407,3.3601214073224432,0.6092812299004798,0.83939584744507,0.04028871375961229,31.290650670601874,2.245827227961713,1.771611655171928,1.990191626397979,2.6675362744067073,2.6462104359379137,2.5751625598763614,2.495956485974585,0.9984173386457963,0.9984173386457963,0.9972741777957876,0.9974163820804769,0.9999046950184836,0,0.977789489987608,1.806728868283562,3.1547913295708434,0.6228192848059325,0.7735185926251991,0.03918760990546118,32.79616629235561,2.2450623594894235,1.6294837690496764,1.686893685573334,2.33475807810228,2.2502825670209363,2.268096620603532,2.23470767059096,0.9888859042425893,0.9888859042425893,0.9981756564296052,0.9808924497828209,0.9922666387194963,0,0.7898265414603557,1.592590338999526,2.6277467917630646,0.6146665127489912,0.7765101572481677,0.04275496126307326,29.92549964940998,2.2636143382766316,1.6046672761062817,1.6831404370068674,2.351256794804754,2.3460438068238876,2.3470491722768103,2.3405643410592623,0.9984173386457963,0.9984173386457963,0.9918573807342546,0.9418285354475157,0.906370188607791,0,0.8352094884780724,1.6648986287023373,2.9413062868175692,0.5889245419542233,0.737486050031605,0.02398071057975078,58.578526475179586,2.014595580083581
4,1.9583892956533187,2.085501806202304,2.758822989246739,2.72911877548684,2.6742163932195298,2.5253703711808786,0.9998631373213918,0.9998631373213918,0.9918573807342546,0.9881108365218301,0.9884374283487116,0,1.0107589327181485,1.9412815462501833,3.2020895149481623,0.6116067652491242,0.8552208690771904,0.04122684985913028,30.55423761133517,2.2537470704586644,1.7604170105490018,2.0179879779010785,2.679985458583276,2.652090335280793,2.5299374618714254,2.50469016594334,0.9990746396870638,0.9990746396870638,0.9999774866179987,0.9881108365218301,0.9991421039919088,0,0.9711171641164922,1.8298093020399935,3.0995530231790767,0.617248466147668,0.7739796826936993,0.03787907751001259,33.10067895070599,2.244839796223398,1.6698633345657588,1.7181805181226635,2.392681427342489,2.332488454470513,2.2460892599303666,2.292128723959667,0.9924926055037104,0.9924926055037104,0.9999774866179987,0.9986822133734737,0.9999046950184836,0,0.8216635876238958,1.5503872962317506,2.710089333926252,0.6104310656137578,0.7806773164900274,0.043048387583374724,30.107816560764743,2.268110833282852,1.6328019908716627,1.7449513991031065,2.409678077721258,2.359785434676184,2.380169550199262,2.4072557155579344,0.9990746396870638,0.9990746396870638,0.9997973711292647,0.9612366047228759,0.9395876193289701,0,0.8517359407600748,1.7337471633900736,3.031704114344529,0.588546044186293,0.7399370367350523,0.023704142920450918,59.51184054821777,2.017083030024197
5,1.9771807774064323,2.142015402391157,2.815060776170964,2.787187521660934,2.547090541097675,2.6627471007376635,0.9995565335032317,0.9995565335032317,0.9934838501304855,0.9910760598382222,0.972279462096882,0,1.042699452352824,1.9243482482626804,3.288634396428069,0.6087156868524872,0.8638843064494409,0.04222812027944458,30.04300128840311,2.265630021682296,1.8643083975825652,2.029754797142969,2.7176178010360794,2.628775374115812,2.440519685532433,2.436867569604579,0.9980228620629991,0.9980228620629991,0.9999774866179987,0.9974163820804769,0.9991421039919088,0,0.9676083777871689,1.8189852670304516,3.111572575227992,0.6140401973648573,0.7797950745105382,0.03858553734674531,32.86329264056708,2.2526647533916857,1.8204325130621655,1.760417166417798,2.4187848547906907,2.373718528980108,2.219555801903538,2.3784955633826717,0.9907779779618227,0.9907779779618227,0.9999774866179987,0.999525689293649,0.9991421039919088,0,0.8488081510021555,1.5655898523625535,2.897991363911026,0.609852980557409,0.7787985740305898,0.04168914330457156,30.212909420750147,2.2635627990826057,1.776671914409424,1.789511080611506,2.455201784323823,2.4464538173218577,2.406877369114198,2.4930621279482206,0.9990746396870638,0.9990746396870638,0.9997973711292647,0.9487499032694515,0.972279462096882,0,0.8837333883295052,1.7911486384492834,3.1638104178385333,0.5908621450444623,0.7501341500518575,0.02300521170978988,60.23001053718454,2.01576762107811
6,1.9711057180579505,2.1680805038976096,2.85644947429465,2.702187165740799,2.6821059804946925,2.615915801053564,0.9993375041688847,0.9993375041688847,0.9972741777957876,0.9881108365218301,0.9884374283487116,0,1.0755426559729602,2.0215521783892845,3.3251701766232653,0.6104310656137578,0.8593037040422246,0.04126739017525714,30.080454611225868,2.252025335816465,1.8066420795813047,2.0773113633595415,2.7639776398354035,2.6254886004091897,2.6150952702117323,2.4930621279482206,0.9990746396870638,0.9990746396870638,0.9997973711292647,0.9999473039445343,0.9991421039919088,0,0.9725691460536946,1.9256431437668775,3.180223359344892,0.6165911286599082,0.7688117146202278,0.039205332496236506,31.983000310522797,2.2655063317901334,1.8055052364775108,1.7580948843781272,2.4164588859733094,2.3749948533397127,2.3714231387563935,2.225818723173714,0.9924926055037104,0.9924926055037104,0.9949285701646238,0.97663491144401,0.9953251070631713,0,0.8515728352293509,1.7038673683099286,2.841719462716825,0.6081562282813404,0.798022536486051,0.04195659308753065,28.758118401242896,2.2740148628197883,1.8645963070393172,1.8030778720602771,2.473656347060432,2.4985415937128463,2.432773713417778,2.5076184257224283,0.9993375041688847,0.9993375041688847,0.9961919064764031,0.97663491144401,0.9884374283487116,0,0.9108926186083508,1.7929939499736909,3.1973020481351115,0.5916590769637735,0.7797318639164974,0.02423894052372285,59.771637591143325,2.010389894704116
7,1.9620571738307557,2.1734020817751087,2.869416460962907,2.720060742540094,2.692056311347861,2.5495407321086914,0.9999945256590484,0.9999945256590484,0.9994370951632254,0.9910760598382222,0.9953251070631713,0,1.0339335324984908,2.030303535810482,3.3341211542677662,0.6122046530320004,0.8602130334057398,0.04268604532115291,30.30952408874331,2.251600055663002,1.837708706889875,2.040179820737347,2.7104669325758177,2.657157913693099,2.637568126063791,2.5901079170976917,0.9995565335032317,0.9995565335032317,0.9988965686752769,0.999525689293649,0.9991421039919088,0,0.9881822289345156,1.9391210313170513,3.2251626128968067,0.6179140052660057,0.7482208308849696,0.035443070187095596,33.93468640610387,2.2408130470327583,1.7857880966997728,1.7650779723692887,2.4484966960208796,2.39825171550398,2.3081553811555366,2.197463497418589,0.9868159138201902,0.9868159138201902,0.9988965686752769,0.993614428200075,0.9784493292686189,0,0.870687677473761,1.6312826479951101,2.74514981057166,0.6059768966564228,0.7747143661699967,0.040577676658929016,29.49671871168471,2.2682752473628423,1.91862423655583,1.849426733947341,2.4917419463938577,2.524155873682705,2.5164237427047027,2.4730328460726483,0.9999945256590484,0.9999945256590484,0.9981756564296052,0.9612366047228759,0.9653168212008996,0,0.9168032895817777,1.8466727793841011,3.2190008409824724,0.5928791189690263,0.7636668125719192,0.023972825798435397,61.74466919046021,2.0005247023005213
8,1.897804522057806,2.154963031858718,2.8325175785751235,2.7164603786149164,2.747569021278119,2.602928605526753,0.9997317410052918,0.9997317410052918,0.9961919064764031,0.999525689293649,0.9884374283487116,0,1.0051847389768414,1.9866577909484802,3.3012083248243598,0.6059768966564228,0.8508196691656555,0.04433714679853757,29.643817564262818,2.2607681504998847,1.8178283847260366,1.9582025463153676,2.624123781471394,2.558082987403863,2.4343181152691518,2.5076184257224283,0.9995565335032317,0.9995565335032317,0.9997973711292647,0.9999473039445343,0.9976161146077624,0,0.9336195354090053,1.824677680144037,3.1046349660437706,0.6092812299004798,0.7616775422660548,0.03553500349326476,33.54428433229274,2.2337645353893936,1.62389609276875,1.6892165669894736,2.3540592254104555,2.3441844942337045,2.2641776084027962,2.079919438941022,0.9752842482579587,0.9752842482579587,0.9999774866179987,0.9986822133734737,0.9999046950184836,0,0.8345785735678614,1.5929392002031295,2.5556233421944983,0.6070550895161323,0.7703988194384601,0.04309751854461068,28.519479551730033,2.2742163798019397,1.7805410007671758,1.817286898846065,2.4879916071468138,2.4519558944758413,2.440519685532433,2.4730328460726483,0.9990746396870638,0.9990746396870638,0.9972741777957876,0.9552178476322735,0.9575534837147482,0,0.8941010063062641,1.7830333620267247,3.1610573083874436,0.5889245419542233,0.7055190470825171,0.02266613326457561,64.57717776357612,1.994881309217599
9,1.879204410042064,2.1121958243216867,2.7451289142767363,2.6837575085331653,2.630020920428408,2.5526035216392375,0.9999507304328823,0.9999507304328823,0.9961919064764031,0.999525689293649,0.972279462096882,0,0.9953051639866101,1.9323842914039155,3.190574465193131,0.6059768966564228,0.8625762455696636,0.04510045986861181,29.85480860649278,2.2663488912639274,1.8124994075868164,1.9836037738556718,2.6724544923821116,2.579005873857922,2.616948838861055,2.41792248336213,0.9995565335032317,0.9995565335032317,0.9981756564296052,0.993614428200075,0.9884374283487116,0,0.9374775792419366,1.8882691434034342,3.0466788409060395,0.6065131801460235,0.7618287144491398,0.038399795928072016,32.891909858539904,2.252027675125199,1.6471347933291354,1.6649739157687076,2.3141731223951054,2.2771336517437826,2.162605223458705,2.0460816241594633,0.9737774317746632,0.9737774317746632,0.9999774866179987,0.9910760598382222,0.9999046950184836,0,0.8011972938824113,1.5131514251437104,2.5062738022511235,0.6110156156623099,0.7711367775133812,0.04243140157272408,28.904647250927265,2.2733504608417516,1.7926185274362922,1.8237795374463208,2.4983841034769156,2.485619662295926,2.420503620825963,2.4645701721539144,0.9997317410052918,0.9997317410052918,0.9880574933023198,0.9612366047228759,0.9838333347337009,0,0.8994562877753551,1.7502849127581905,3.0825353136950113,0.5908621450444623,0.7137665998488613,0.02313353599126486,61.295037676411376,2.007801224980639
