,user,attacktype,attacker,sensors,nfeatures,nn,dist,far,frr,hter,refhter
84046,User32,zero-effort,rest,"('LAcc',)",30,5,manhattan,0.05454545454545454,0.02040816326530612,0.037476808905380334,0.01090909090909091
84047,User32,dict-effort,I1_slength_long,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84048,User32,dict-effort,I1_slength_longer,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84049,User32,dict-effort,I1_slength_normal,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84050,User32,dict-effort,I1_slength_short,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84051,User32,dict-effort,I1_speed1_4,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84052,User32,dict-effort,I1_speed1_6,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84053,User32,dict-effort,I1_speed1_8,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84054,User32,dict-effort,I1_speed2_0,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84055,User32,dict-effort,I1_speed2_2,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84056,User32,dict-effort,I1_speed2_4,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84057,User32,dict-effort,I1_speed2_6,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84058,User32,dict-effort,I1_speed2_8,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84059,User32,dict-effort,I1_speed3_0,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84060,User32,dict-effort,I1_swidth_close,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84061,User32,dict-effort,I1_swidth_normal,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84062,User32,dict-effort,I1_swidth_wide,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84063,User32,dict-effort,I1_swidth_wider,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84064,User32,dict-effort,I1_tlift_back,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
84065,User32,dict-effort,I1_tlift_front,"('LAcc',)",30,5,manhattan,0.0,0.02040816326530612,0.01020408163265306,0.037476808905380334
