,user,attacktype,attacker,sensors,nfeatures,nn,dist,far,frr,hter,refhter
108211,User41,zero-effort,rest,"('LAcc',)",30,5,euclidean,0.08727272727272728,0.03,0.05863636363636364,0.012727272727272728
108212,User41,dict-effort,I1_slength_long,"('LAcc',)",30,5,euclidean,0.13043478260869565,0.03,0.08021739130434782,0.05863636363636364
108213,User41,dict-effort,I1_slength_longer,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108214,User41,dict-effort,I1_slength_normal,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108215,User41,dict-effort,I1_slength_short,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108216,User41,dict-effort,I1_speed1_4,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108217,User41,dict-effort,I1_speed1_6,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108218,User41,dict-effort,I1_speed1_8,"('LAcc',)",30,5,euclidean,0.05555555555555555,0.03,0.042777777777777776,0.05863636363636364
108219,User41,dict-effort,I1_speed2_0,"('LAcc',)",30,5,euclidean,0.11764705882352941,0.03,0.0738235294117647,0.05863636363636364
108220,User41,dict-effort,I1_speed2_2,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108221,User41,dict-effort,I1_speed2_4,"('LAcc',)",30,5,euclidean,0.0625,0.03,0.04625,0.05863636363636364
108222,User41,dict-effort,I1_speed2_6,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108223,User41,dict-effort,I1_speed2_8,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108224,User41,dict-effort,I1_speed3_0,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108225,User41,dict-effort,I1_swidth_close,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108226,User41,dict-effort,I1_swidth_normal,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108227,User41,dict-effort,I1_swidth_wide,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108228,User41,dict-effort,I1_swidth_wider,"('LAcc',)",30,5,euclidean,0.05555555555555555,0.03,0.042777777777777776,0.05863636363636364
108229,User41,dict-effort,I1_tlift_back,"('LAcc',)",30,5,euclidean,0.5789473684210527,0.03,0.30447368421052634,0.05863636363636364
108230,User41,dict-effort,I1_tlift_front,"('LAcc',)",30,5,euclidean,0.3333333333333333,0.03,0.18166666666666664,0.05863636363636364
108231,User41,dict-effort,I1_tlift_normal,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108232,User41,dict-effort,I1_tlift_up,"('LAcc',)",30,5,euclidean,0.15789473684210525,0.03,0.09394736842105263,0.05863636363636364
108233,User41,dict-effort,I2_slength_long,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108234,User41,dict-effort,I2_slength_longer,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108235,User41,dict-effort,I2_slength_normal,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108236,User41,dict-effort,I2_slength_short,"('LAcc',)",30,5,euclidean,0.08333333333333333,0.03,0.056666666666666664,0.05863636363636364
108237,User41,dict-effort,I2_speed1_4,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108238,User41,dict-effort,I2_speed1_6,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108239,User41,dict-effort,I2_speed1_8,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108240,User41,dict-effort,I2_speed2_0,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108241,User41,dict-effort,I2_speed2_2,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108242,User41,dict-effort,I2_speed2_4,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108243,User41,dict-effort,I2_speed2_6,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108244,User41,dict-effort,I2_speed2_8,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108245,User41,dict-effort,I2_speed3_0,"('LAcc',)",30,5,euclidean,0.4166666666666667,0.03,0.22333333333333333,0.05863636363636364
108246,User41,dict-effort,I2_swidth_close,"('LAcc',)",30,5,euclidean,0.11764705882352941,0.03,0.0738235294117647,0.05863636363636364
108247,User41,dict-effort,I2_swidth_normal,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108248,User41,dict-effort,I2_swidth_wide,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108249,User41,dict-effort,I2_swidth_wider,"('LAcc',)",30,5,euclidean,0.0625,0.03,0.04625,0.05863636363636364
108250,User41,dict-effort,I2_tlift_back,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108251,User41,dict-effort,I2_tlift_front,"('LAcc',)",30,5,euclidean,0.17647058823529413,0.03,0.10323529411764706,0.05863636363636364
108252,User41,dict-effort,I2_tlift_normal,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108253,User41,dict-effort,I2_tlift_up,"('LAcc',)",30,5,euclidean,0.6,0.03,0.315,0.05863636363636364
108254,User41,dict-effort,I3_slength_long,"('LAcc',)",30,5,euclidean,0.047619047619047616,0.03,0.03880952380952381,0.05863636363636364
108255,User41,dict-effort,I3_slength_longer,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108256,User41,dict-effort,I3_slength_normal,"('LAcc',)",30,5,euclidean,0.15789473684210525,0.03,0.09394736842105263,0.05863636363636364
108257,User41,dict-effort,I3_slength_short,"('LAcc',)",30,5,euclidean,0.7142857142857143,0.03,0.37214285714285716,0.05863636363636364
108258,User41,dict-effort,I3_speed1_6,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108259,User41,dict-effort,I3_speed1_8,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108260,User41,dict-effort,I3_speed2_0,"('LAcc',)",30,5,euclidean,0.32,0.03,0.175,0.05863636363636364
108261,User41,dict-effort,I3_speed2_2,"('LAcc',)",30,5,euclidean,0.36,0.03,0.195,0.05863636363636364
108262,User41,dict-effort,I3_speed2_4,"('LAcc',)",30,5,euclidean,0.15789473684210525,0.03,0.09394736842105263,0.05863636363636364
108263,User41,dict-effort,I3_speed2_6,"('LAcc',)",30,5,euclidean,0.4,0.03,0.21500000000000002,0.05863636363636364
108264,User41,dict-effort,I3_speed2_8,"('LAcc',)",30,5,euclidean,0.5,0.03,0.265,0.05863636363636364
108265,User41,dict-effort,I3_speed3_0,"('LAcc',)",30,5,euclidean,0.4,0.03,0.21500000000000002,0.05863636363636364
108266,User41,dict-effort,I3_swidth_close,"('LAcc',)",30,5,euclidean,0.875,0.03,0.4525,0.05863636363636364
108267,User41,dict-effort,I3_swidth_normal,"('LAcc',)",30,5,euclidean,0.15789473684210525,0.03,0.09394736842105263,0.05863636363636364
108268,User41,dict-effort,I3_swidth_wide,"('LAcc',)",30,5,euclidean,0.25,0.03,0.14,0.05863636363636364
108269,User41,dict-effort,I3_swidth_wider,"('LAcc',)",30,5,euclidean,1.0,0.03,0.515,0.05863636363636364
108270,User41,dict-effort,I3_tlift_back,"('LAcc',)",30,5,euclidean,0.42105263157894735,0.03,0.22552631578947369,0.05863636363636364
108271,User41,dict-effort,I3_tlift_front,"('LAcc',)",30,5,euclidean,0.16666666666666666,0.03,0.09833333333333333,0.05863636363636364
108272,User41,dict-effort,I3_tlift_normal,"('LAcc',)",30,5,euclidean,0.15789473684210525,0.03,0.09394736842105263,0.05863636363636364
108273,User41,dict-effort,I3_tlift_up,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108274,User41,dict-effort,I4_slength_long,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108275,User41,dict-effort,I4_slength_normal,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108276,User41,dict-effort,I4_slength_short,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108277,User41,dict-effort,I4_speed1_6,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108278,User41,dict-effort,I4_speed1_8,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108279,User41,dict-effort,I4_speed2_0,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108280,User41,dict-effort,I4_speed2_2,"('LAcc',)",30,5,euclidean,0.05263157894736842,0.03,0.04131578947368421,0.05863636363636364
108281,User41,dict-effort,I4_speed2_4,"('LAcc',)",30,5,euclidean,0.058823529411764705,0.03,0.04441176470588235,0.05863636363636364
108282,User41,dict-effort,I4_speed2_6,"('LAcc',)",30,5,euclidean,0.058823529411764705,0.03,0.04441176470588235,0.05863636363636364
108283,User41,dict-effort,I4_speed2_8,"('LAcc',)",30,5,euclidean,0.125,0.03,0.0775,0.05863636363636364
108284,User41,dict-effort,I4_swidth_close,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108285,User41,dict-effort,I4_swidth_normal,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108286,User41,dict-effort,I4_swidth_wide,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108287,User41,dict-effort,I4_tlift_back,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108288,User41,dict-effort,I4_tlift_front,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108289,User41,dict-effort,I4_tlift_normal,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108290,User41,dict-effort,I5_slength_long,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108291,User41,dict-effort,I5_slength_longer,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108292,User41,dict-effort,I5_slength_normal,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108293,User41,dict-effort,I5_slength_short,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108294,User41,dict-effort,I5_speed1_4,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108295,User41,dict-effort,I5_speed1_6,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108296,User41,dict-effort,I5_speed1_8,"('LAcc',)",30,5,euclidean,0.0,0.03,0.015,0.05863636363636364
108297,User41,dict-effort,I5_speed2_0,"('LAcc',)",30,5,euclidean,0.45,0.03,0.24,0.05863636363636364
108298,User41,dict-effort,I5_speed2_2,"('LAcc',)",30,5,euclidean,0.6111111111111112,0.03,0.3205555555555556,0.05863636363636364
108299,User41,dict-effort,I5_speed2_4,"('LAcc',)",30,5,euclidean,0.23529411764705882,0.03,0.1326470588235294,0.05863636363636364
108300,User41,dict-effort,I5_speed2_6,"('LAcc',)",30,5,euclidean,0.125,0.03,0.0775,0.05863636363636364
