,fftc_fquantile,fftc_squantile,fftc_std_dev,fftc_tquantile,fftc_fquantile,fftc_squantile,fftc_std_dev,fftc_tquantile,fftc_fquantile,fftc_squantile,fftc_std_dev,fftc_tquantile,fftc_fquantile,fftc_squantile,fftc_std_dev,fftc_tquantile
0,24.552313528373382,32.96506242679156,26.993466781302047,47.199790945008026,23.460955034495356,40.33362726681537,35.99138931327809,64.00875453985469,25.185407680087813,36.860242482162946,27.96005691843869,49.496477849708924,25.956697790614648,41.84648728885002,76.36227361554107,57.04609130344666
1,7.052738055208967,12.162943224666897,26.60513268230914,24.42647806829038,13.701686476955347,24.022758476270045,36.74099340259469,40.20498539814078,11.93789141911315,18.61355100698305,31.76203960828581,29.522292264505346,13.792674746468169,22.196763332747143,66.41404110274043,34.86505319416608
2,7.301280763696113,12.304983098164605,31.410807606338068,23.83677023559906,14.59299052222947,23.613327869217983,39.47918158943674,40.22606221120819,11.388462649237319,20.00970506451181,31.594321974367414,30.31407246116282,12.42901495086566,23.017028239898398,70.60620195454484,35.45015266773367
3,7.422810473796972,12.727340392905027,30.253057384884926,27.585220097538027,12.328363703975322,21.09142406346661,33.631202910856835,39.18261670478977,9.727529334402908,17.50329960596505,30.219100199303785,28.60259369355712,11.834499188058212,18.990179599479035,65.06204227005975,31.364871118184418
4,6.3889255672793155,11.982673523787653,32.04148952471318,23.515543192447808,11.20680342361329,21.282217746839642,37.881717618225444,38.29639964796917,8.076093547842799,15.149797366636278,34.46370346760835,26.082248783526566,11.392689451852926,17.730657708448483,69.21698112827998,30.11027232285321
5,6.457443395409361,12.25287122396239,31.267159461956588,29.46831605738604,12.58941341047926,22.48549572434666,37.046970104688015,47.753609129945325,11.294549658046394,17.632883577384256,31.36279740027169,33.27084950426771,14.616253507410232,23.31927113126709,69.23218143377845,39.88344525299612
6,5.7554788013039815,11.423673849148997,29.258900806848132,27.637882050848702,12.053906415638636,20.54719147233478,34.08247038029674,40.844826554463666,10.206413847855966,18.614958499926455,29.804481446812275,38.17911531985912,13.606665125707236,23.139644756514123,66.36191810573554,33.45696683341142
7,6.804270258185566,13.34990286364626,30.848965633719256,32.31293620753197,14.732566951706321,25.24411434094874,38.1586802180586,44.42494370993855,9.315324668244438,19.03712612313003,32.98915402114406,34.056616152685294,13.944919823022577,23.68067781738492,71.09744541650372,36.47913898691814
8,8.226152857024642,13.51278419442473,31.063416559539974,32.72651304027448,14.437716021889527,23.23265110679512,37.108053710006836,39.85522127511843,13.264709222288577,18.116861432256606,32.179747065587605,32.72577306648867,14.900485126401541,23.34212001666106,69.18041697266986,34.94052282096679
9,7.60847335410222,13.35404917639977,32.381461350262825,34.597613943263894,11.753029857024213,22.764044617742954,35.64674348673525,42.81707953460149,12.853984248783114,18.94240529262123,32.57420885804412,29.51907602200565,14.304504080116523,24.715907271732917,68.60289021909493,40.04055595655006
10,7.328880126949442,12.780501128364094,34.37332660779231,37.65937243224448,12.692829850560916,23.956337518292063,36.713975216513624,45.288773167066005,11.642342818915493,18.288587733348102,33.101693890888924,39.52803588550079,16.309599373128204,26.433316361693937,71.92777829597544,44.64464948790702
11,7.159291832165324,12.859354020979433,33.26433280729852,34.33884079930966,12.181022417888036,21.42151625543515,33.84884773087496,40.52973844240901,14.040802346061561,19.735374874724222,32.05392269483332,35.063880639884474,13.705973538603523,22.525115328826793,68.59175869970528,40.884382256979876
12,6.351808117653023,11.150544925291854,32.20568843166654,23.930138830307037,10.755502304067013,17.165039538817567,32.766065160284285,35.583568320007956,11.61939977849416,18.526456709287284,30.880662353174145,33.28238823956328,10.695641415405966,18.979162941232083,65.08382337864032,34.04136611509976
13,6.9970811807401425,13.366585167504942,31.937680010560307,24.53301937936429,12.699501395516021,21.62779557316731,34.33287967886277,35.011386134324525,10.018251314381985,17.145221971874086,32.701798691282086,33.3988512204027,12.089170807856215,18.895770951181298,67.39296299157256,35.0475819877717
14,8.397601207604348,13.058014803660692,32.81169495485332,26.435679123119755,12.372553121997097,21.054079774310104,33.84062898242843,34.58355310061929,11.707137731596468,19.288250886056655,32.96356930697631,30.982740410104974,12.610016706772477,20.35486593771077,67.5223132460571,36.188701982372535
15,8.522267359946905,15.63107366380244,34.468313186469004,26.586151532252163,11.246050603568747,18.679777408996248,35.95646378691897,35.264189394780374,10.599046722655077,16.997139558250296,34.352522752579446,30.18231596922104,12.457225095720185,21.727226881020023,69.00997706640547,36.69233421823229
16,8.6480929346213,14.681359130842564,36.91992475720036,27.544360445423546,12.04686163633719,19.81617118410815,37.838124224845316,40.30337764334544,9.766934477639222,16.800250324709324,36.31373921543391,29.555784536258393,13.616875433399047,22.85963524063473,73.25861239849004,34.4453205943543
17,6.964771649264074,11.949567070202296,34.72618646730154,30.03305054343172,9.841809995559602,16.923465405656206,36.63109248353425,33.614383068881864,10.86150354679727,18.367322761604555,33.48721333483612,30.941509406517078,12.528613376162088,19.036749680619742,69.06361909456331,30.97780586371695
18,7.054121480892153,12.63481326477718,31.496553967803393,28.693885625770314,10.394932385786001,17.126030120257525,29.711160471150247,38.03250192438968,11.276204412607377,18.060094153403348,31.236643318139894,31.934159002394985,11.7990024754084,18.774295049085175,64.021472067243,36.08220914132492
