,user,attacktype,attacker,sensors,nfeatures,n_estimators,max_features,max_depth,min_samples_leaf,far,frr,hter,refhter
135061,User51,zero-effort,rest,"('LAcc',)",30,500,0.3,3,2,0.10545454545454545,0.2459016393442623,0.17567809239940388,0.061818181818181814
135062,User51,dict-effort,I1_slength_long,"('LAcc',)",30,500,0.3,3,2,0.043478260869565216,0.2459016393442623,0.14468995010691377,0.17567809239940388
135063,User51,dict-effort,I1_slength_longer,"('LAcc',)",30,500,0.3,3,2,0.9310344827586207,0.2459016393442623,0.5884680610514414,0.17567809239940388
135064,User51,dict-effort,I1_slength_normal,"('LAcc',)",30,500,0.3,3,2,0.0,0.2459016393442623,0.12295081967213115,0.17567809239940388
135065,User51,dict-effort,I1_slength_short,"('LAcc',)",30,500,0.3,3,2,0.0,0.2459016393442623,0.12295081967213115,0.17567809239940388
135066,User51,dict-effort,I1_speed1_4,"('LAcc',)",30,500,0.3,3,2,0.045454545454545456,0.2459016393442623,0.14567809239940388,0.17567809239940388
135067,User51,dict-effort,I1_speed1_6,"('LAcc',)",30,500,0.3,3,2,0.0,0.2459016393442623,0.12295081967213115,0.17567809239940388
135068,User51,dict-effort,I1_speed1_8,"('LAcc',)",30,500,0.3,3,2,0.0,0.2459016393442623,0.12295081967213115,0.17567809239940388
135069,User51,dict-effort,I1_speed2_0,"('LAcc',)",30,500,0.3,3,2,0.0,0.2459016393442623,0.12295081967213115,0.17567809239940388
135070,User51,dict-effort,I1_speed2_2,"('LAcc',)",30,500,0.3,3,2,0.0,0.2459016393442623,0.12295081967213115,0.17567809239940388
135071,User51,dict-effort,I1_speed2_4,"('LAcc',)",30,500,0.3,3,2,0.0,0.2459016393442623,0.12295081967213115,0.17567809239940388
135072,User51,dict-effort,I1_speed2_6,"('LAcc',)",30,500,0.3,3,2,0.0,0.2459016393442623,0.12295081967213115,0.17567809239940388
135073,User51,dict-effort,I1_speed2_8,"('LAcc',)",30,500,0.3,3,2,0.0,0.2459016393442623,0.12295081967213115,0.17567809239940388
135074,User51,dict-effort,I1_speed3_0,"('LAcc',)",30,500,0.3,3,2,0.0,0.2459016393442623,0.12295081967213115,0.17567809239940388
135075,User51,dict-effort,I1_swidth_close,"('LAcc',)",30,500,0.3,3,2,0.0,0.2459016393442623,0.12295081967213115,0.17567809239940388
135076,User51,dict-effort,I1_swidth_normal,"('LAcc',)",30,500,0.3,3,2,0.0,0.2459016393442623,0.12295081967213115,0.17567809239940388
135077,User51,dict-effort,I1_swidth_wide,"('LAcc',)",30,500,0.3,3,2,0.0,0.2459016393442623,0.12295081967213115,0.17567809239940388
