,user,attacktype,attacker,sensors,nfeatures,n_estimators,max_features,max_depth,min_samples_leaf,far,frr,hter,refhter
1,User1,zero-effort,rest,"('LAcc',)",30,500,0.3,3,2,0.05090909090909091,0.0,0.025454545454545455,0.02727272727272727
2,User1,dict-effort,I1_slength_long,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
3,User1,dict-effort,I1_slength_longer,"('LAcc',)",30,500,0.3,3,2,0.8275862068965517,0.0,0.41379310344827586,0.025454545454545455
4,User1,dict-effort,I1_slength_normal,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
5,User1,dict-effort,I1_slength_short,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
6,User1,dict-effort,I1_speed1_4,"('LAcc',)",30,500,0.3,3,2,0.13636363636363635,0.0,0.06818181818181818,0.025454545454545455
7,User1,dict-effort,I1_speed1_6,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
8,User1,dict-effort,I1_speed1_8,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
9,User1,dict-effort,I1_speed2_0,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
10,User1,dict-effort,I1_speed2_2,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
11,User1,dict-effort,I1_speed2_4,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
12,User1,dict-effort,I1_speed2_6,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
13,User1,dict-effort,I1_speed2_8,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
14,User1,dict-effort,I1_speed3_0,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
15,User1,dict-effort,I1_swidth_close,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
16,User1,dict-effort,I1_swidth_normal,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
17,User1,dict-effort,I1_swidth_wide,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
18,User1,dict-effort,I1_swidth_wider,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
19,User1,dict-effort,I1_tlift_back,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
20,User1,dict-effort,I1_tlift_front,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
21,User1,dict-effort,I1_tlift_normal,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
22,User1,dict-effort,I1_tlift_up,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
23,User1,dict-effort,I2_slength_long,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
24,User1,dict-effort,I2_slength_longer,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
25,User1,dict-effort,I2_slength_normal,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
26,User1,dict-effort,I2_slength_short,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
27,User1,dict-effort,I2_speed1_4,"('LAcc',)",30,500,0.3,3,2,0.65,0.0,0.325,0.025454545454545455
28,User1,dict-effort,I2_speed1_6,"('LAcc',)",30,500,0.3,3,2,0.25,0.0,0.125,0.025454545454545455
29,User1,dict-effort,I2_speed1_8,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
30,User1,dict-effort,I2_speed2_0,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
31,User1,dict-effort,I2_speed2_2,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
32,User1,dict-effort,I2_speed2_4,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
33,User1,dict-effort,I2_speed2_6,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
34,User1,dict-effort,I2_speed2_8,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
35,User1,dict-effort,I2_speed3_0,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
36,User1,dict-effort,I2_swidth_close,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
37,User1,dict-effort,I2_swidth_normal,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
38,User1,dict-effort,I2_swidth_wide,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
39,User1,dict-effort,I2_swidth_wider,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
40,User1,dict-effort,I2_tlift_back,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
41,User1,dict-effort,I2_tlift_front,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
42,User1,dict-effort,I2_tlift_normal,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
43,User1,dict-effort,I2_tlift_up,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
44,User1,dict-effort,I3_slength_long,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
45,User1,dict-effort,I3_slength_longer,"('LAcc',)",30,500,0.3,3,2,0.6923076923076923,0.0,0.34615384615384615,0.025454545454545455
46,User1,dict-effort,I3_slength_normal,"('LAcc',)",30,500,0.3,3,2,0.0,0.0,0.0,0.025454545454545455
