,user,attacktype,attacker,sensors,nfeatures,n_estimators,max_features,max_depth,min_samples_leaf,far,frr,hter,refhter
84046,User32,zero-effort,rest,"('LAcc',)",30,500,0.3,3,2,0.11272727272727273,0.12244897959183673,0.11758812615955473,0.02727272727272727
84047,User32,dict-effort,I1_slength_long,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84048,User32,dict-effort,I1_slength_longer,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84049,User32,dict-effort,I1_slength_normal,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84050,User32,dict-effort,I1_slength_short,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84051,User32,dict-effort,I1_speed1_4,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84052,User32,dict-effort,I1_speed1_6,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84053,User32,dict-effort,I1_speed1_8,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84054,User32,dict-effort,I1_speed2_0,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84055,User32,dict-effort,I1_speed2_2,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84056,User32,dict-effort,I1_speed2_4,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84057,User32,dict-effort,I1_speed2_6,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84058,User32,dict-effort,I1_speed2_8,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84059,User32,dict-effort,I1_speed3_0,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84060,User32,dict-effort,I1_swidth_close,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84061,User32,dict-effort,I1_swidth_normal,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84062,User32,dict-effort,I1_swidth_wide,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84063,User32,dict-effort,I1_swidth_wider,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84064,User32,dict-effort,I1_tlift_back,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84065,User32,dict-effort,I1_tlift_front,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84066,User32,dict-effort,I1_tlift_normal,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84067,User32,dict-effort,I1_tlift_up,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84068,User32,dict-effort,I2_slength_long,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84069,User32,dict-effort,I2_slength_longer,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84070,User32,dict-effort,I2_slength_normal,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84071,User32,dict-effort,I2_slength_short,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84072,User32,dict-effort,I2_speed1_4,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84073,User32,dict-effort,I2_speed1_6,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84074,User32,dict-effort,I2_speed1_8,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84075,User32,dict-effort,I2_speed2_0,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84076,User32,dict-effort,I2_speed2_2,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84077,User32,dict-effort,I2_speed2_4,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84078,User32,dict-effort,I2_speed2_6,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84079,User32,dict-effort,I2_speed2_8,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84080,User32,dict-effort,I2_speed3_0,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84081,User32,dict-effort,I2_swidth_close,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84082,User32,dict-effort,I2_swidth_normal,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84083,User32,dict-effort,I2_swidth_wide,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84084,User32,dict-effort,I2_swidth_wider,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
84085,User32,dict-effort,I2_tlift_back,"('LAcc',)",30,500,0.3,3,2,0.0,0.12244897959183673,0.061224489795918366,0.11758812615955473
