,user,attacktype,attacker,sensors,nfeatures,n_estimators,max_features,max_depth,min_samples_leaf,far,frr,hter,refhter
30031,User12,zero-effort,rest,"('LAcc',)",30,500,0.3,3,2,0.10545454545454545,1.0,0.5527272727272727,0.04
30032,User12,dict-effort,I1_slength_long,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30033,User12,dict-effort,I1_slength_longer,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30034,User12,dict-effort,I1_slength_normal,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30035,User12,dict-effort,I1_slength_short,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30036,User12,dict-effort,I1_speed1_4,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30037,User12,dict-effort,I1_speed1_6,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30038,User12,dict-effort,I1_speed1_8,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30039,User12,dict-effort,I1_speed2_0,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30040,User12,dict-effort,I1_speed2_2,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30041,User12,dict-effort,I1_speed2_4,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30042,User12,dict-effort,I1_speed2_6,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30043,User12,dict-effort,I1_speed2_8,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30044,User12,dict-effort,I1_speed3_0,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30045,User12,dict-effort,I1_swidth_close,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30046,User12,dict-effort,I1_swidth_normal,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30047,User12,dict-effort,I1_swidth_wide,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30048,User12,dict-effort,I1_swidth_wider,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30049,User12,dict-effort,I1_tlift_back,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30050,User12,dict-effort,I1_tlift_front,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30051,User12,dict-effort,I1_tlift_normal,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30052,User12,dict-effort,I1_tlift_up,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30053,User12,dict-effort,I2_slength_long,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30054,User12,dict-effort,I2_slength_longer,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30055,User12,dict-effort,I2_slength_normal,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30056,User12,dict-effort,I2_slength_short,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30057,User12,dict-effort,I2_speed1_4,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30058,User12,dict-effort,I2_speed1_6,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30059,User12,dict-effort,I2_speed1_8,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30060,User12,dict-effort,I2_speed2_0,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30061,User12,dict-effort,I2_speed2_2,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30062,User12,dict-effort,I2_speed2_4,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30063,User12,dict-effort,I2_speed2_6,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30064,User12,dict-effort,I2_speed2_8,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30065,User12,dict-effort,I2_speed3_0,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30066,User12,dict-effort,I2_swidth_close,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30067,User12,dict-effort,I2_swidth_normal,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30068,User12,dict-effort,I2_swidth_wide,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30069,User12,dict-effort,I2_swidth_wider,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30070,User12,dict-effort,I2_tlift_back,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30071,User12,dict-effort,I2_tlift_front,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30072,User12,dict-effort,I2_tlift_normal,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30073,User12,dict-effort,I2_tlift_up,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30074,User12,dict-effort,I3_slength_long,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30075,User12,dict-effort,I3_slength_longer,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30076,User12,dict-effort,I3_slength_normal,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30077,User12,dict-effort,I3_slength_short,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30078,User12,dict-effort,I3_speed1_6,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30079,User12,dict-effort,I3_speed1_8,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30080,User12,dict-effort,I3_speed2_0,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30081,User12,dict-effort,I3_speed2_2,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30082,User12,dict-effort,I3_speed2_4,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30083,User12,dict-effort,I3_speed2_6,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30084,User12,dict-effort,I3_speed2_8,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30085,User12,dict-effort,I3_speed3_0,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30086,User12,dict-effort,I3_swidth_close,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30087,User12,dict-effort,I3_swidth_normal,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
30088,User12,dict-effort,I3_swidth_wide,"('LAcc',)",30,500,0.3,3,2,0.0,1.0,0.5,0.5527272727272727
