,fftc_fquantile,fftc_squantile,fftc_std_dev,fftc_tquantile,fftc_fquantile,fftc_squantile,fftc_std_dev,fftc_tquantile,fftc_fquantile,fftc_squantile,fftc_std_dev,fftc_tquantile,fftc_fquantile,fftc_squantile,fftc_std_dev,fftc_tquantile
0,4.059167858579794,6.805481844823638,21.807229316346763,15.394879529456384,6.447547321140499,10.306745811134627,20.0438594987393,18.429162228806383,2.8266819859346537,5.009619707060487,14.793483837925697,11.746969687811491,4.528017093915299,7.525726753157564,38.123673328800905,14.807202806889581
1,2.0434848306801263,4.179023078782186,22.19345998455347,13.15934470306486,2.8208281833650983,4.953833985433214,7.606070891280194,11.297733967030318,1.130240552395071,2.155587749572325,11.449540635237911,7.693768951140797,2.724280964855022,4.794272551784338,28.319708203780515,9.25769467822487
2,1.9535707552617352,4.352122647885835,22.257197635693355,12.289018685205486,2.871242340941021,5.369689828586901,7.933213023277379,10.9922499735583,1.2103100416237305,2.401289371757985,11.409047963648527,7.44943393459976,2.7595300411132673,4.644117705989332,28.623559370650767,10.610817923967137
3,2.5016000066436654,4.213074762142425,22.11311922190576,9.568469181842154,2.9665281812294997,5.129894130592756,8.083390302632612,9.342587769411434,1.3523593431104888,2.4955630020433563,11.890267205514832,5.079650688285719,2.746570002760201,4.677023385013552,28.35771949084756,8.082018146332528
4,3.003993202405846,4.487796070902557,22.1556846282582,8.53172348042884,2.265671680722665,4.547745932430807,8.407391119673626,8.2341711539852,1.3326581154414545,2.5683585490780514,11.559243566959415,5.6576365440198435,2.3427053090125547,4.001781451581263,28.086464173819696,7.707255336742382
5,2.7402368247892643,4.4537335770512225,22.437468202143396,8.344393645034835,2.7070707589893264,5.503054215230044,9.601702511894002,9.98915510784332,1.6104122607278,2.5424484576527515,11.391260169515629,5.378009642320828,2.113433803343337,4.397808100545526,28.843070784009555,7.297829136251035
6,2.595164021986814,5.22176792912396,21.736912682046267,10.505008190217069,3.1742745293559422,5.136577951012291,9.609539912957995,10.38967690043108,1.6627217098817204,2.999108432467621,11.460607430221732,6.847613288302694,2.5639857572216,4.82858337282047,28.823659328925057,8.973687248240731
7,2.4268704545523128,4.769029765671904,21.792629120113975,10.618565528967627,2.82691554877782,5.680956767708806,8.885544174027626,10.696109924124865,1.315256290449931,2.50613172316469,11.057608817034481,7.006412630654245,2.426366852428494,4.608374346119716,28.491525351117254,8.760548030903058
8,2.665062629332284,5.02198779911947,22.515538065302227,11.84334091249286,3.9866298680601067,6.4799751880598215,8.495005062927897,10.807444741933077,1.283503649591379,2.1487492358335913,10.197523141891828,5.753256947928672,3.03588146248608,5.269803013101734,28.501773316022486,9.826841930199338
9,2.9494189987613457,4.611099745305476,23.095032258266993,9.51345608177691,3.5844312034691708,6.0424181203022265,9.385382140936148,10.006197375519566,1.3522643961277458,2.67020164969508,10.463934002943194,4.826191711796668,3.1528661910692923,4.769999155083427,29.083089491241925,8.133204072850221
10,2.7042624823702273,5.190430844186306,22.337310623046346,11.440240135252882,3.4837383179968566,5.968729358298731,10.077420779155254,11.377396798417271,1.6050325746581162,2.625766502581134,9.985929189538938,5.3728844085819745,3.385145170430496,5.360712939593152,29.036893688267888,9.306794206171382
11,2.589440746507118,4.084367171872472,22.71016048017612,8.270038047455708,3.431745598778292,5.206953656622266,10.577403034184034,10.837990295846284,1.2422169071089308,2.098855514071979,9.712325646136101,4.242148082993507,2.9133110604958796,5.256860294104144,29.15650952673675,8.739877473703253
12,2.7913412407762244,4.993211209801732,23.613429279673056,8.399617886102508,3.3673168273226755,5.95005729084209,10.241110921390908,11.482725664112309,1.5249089057118121,2.505577080175631,9.926488131844804,5.449799683314344,3.108948890983082,5.154196603371693,29.753933366018437,8.443525702842578
13,2.147798304138363,5.200552288168308,23.0624097655937,12.08870662464729,3.6216504707003034,6.020622124681113,9.703410705711645,12.327316730043043,1.5373968796543156,2.5191054329130567,9.559916548681809,6.4676136369922625,2.5373686423578565,5.311970062410653,29.331183298793967,8.797578862827889
14,2.4819577615643675,4.767253373811716,22.593968424836955,11.541340711705004,3.5892360897191127,6.250573525985066,9.716229294349558,11.095221386402738,1.5119527977755172,2.62621968380094,9.469641194799685,5.459173336963977,2.5554719449008383,4.559115354019091,28.925354197108682,10.119254558667448
15,2.712505899114661,4.780446856727011,22.10859178311871,10.129103123562057,3.6732494801315725,6.279772673904802,10.094497007741579,12.160538948561108,1.398755778425403,2.235175862921191,9.586578420325486,4.649334679844488,2.789930766687585,4.519100568797693,28.73541634453291,9.337752749079836
16,2.385411636045885,4.563687799885169,22.562690510432144,8.382825218684088,3.3391693568606917,6.173559926542017,10.45329439500007,11.196068301206815,1.130021887238299,2.1518708439908334,9.344446077427506,4.864012872525099,2.711753527509841,4.792048764618726,28.885318543353925,8.274109392239446
17,3.36981489454616,6.229500418580143,21.548702056875133,17.505885313348013,4.9234749050365245,9.458644922552814,14.562891082287457,17.29752840612782,2.0916544172430824,4.086326835917043,12.806726895314334,10.345314535757574,3.9001539582393034,6.9049307514556375,33.747565488494736,13.678383709953476
