,user,attacktype,attacker,sensors,nfeatures,hlayers,activation,solver,alpha,learning_rate,far,frr,hter,refhter
81361,User31,zero-effort,rest,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.03636363636363636,0.04,0.03818181818181818,0.00909090909090909
81362,User31,dict-effort,I1_slength_long,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81363,User31,dict-effort,I1_slength_longer,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81364,User31,dict-effort,I1_slength_normal,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81365,User31,dict-effort,I1_slength_short,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81366,User31,dict-effort,I1_speed1_4,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81367,User31,dict-effort,I1_speed1_6,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81368,User31,dict-effort,I1_speed1_8,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81369,User31,dict-effort,I1_speed2_0,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81370,User31,dict-effort,I1_speed2_2,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81371,User31,dict-effort,I1_speed2_4,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81372,User31,dict-effort,I1_speed2_6,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81373,User31,dict-effort,I1_speed2_8,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81374,User31,dict-effort,I1_speed3_0,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81375,User31,dict-effort,I1_swidth_close,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81376,User31,dict-effort,I1_swidth_normal,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81377,User31,dict-effort,I1_swidth_wide,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81378,User31,dict-effort,I1_swidth_wider,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81379,User31,dict-effort,I1_tlift_back,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81380,User31,dict-effort,I1_tlift_front,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81381,User31,dict-effort,I1_tlift_normal,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81382,User31,dict-effort,I1_tlift_up,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81383,User31,dict-effort,I2_slength_long,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81384,User31,dict-effort,I2_slength_longer,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81385,User31,dict-effort,I2_slength_normal,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81386,User31,dict-effort,I2_slength_short,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81387,User31,dict-effort,I2_speed1_4,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81388,User31,dict-effort,I2_speed1_6,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81389,User31,dict-effort,I2_speed1_8,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81390,User31,dict-effort,I2_speed2_0,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81391,User31,dict-effort,I2_speed2_2,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81392,User31,dict-effort,I2_speed2_4,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81393,User31,dict-effort,I2_speed2_6,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81394,User31,dict-effort,I2_speed2_8,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81395,User31,dict-effort,I2_speed3_0,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81396,User31,dict-effort,I2_swidth_close,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81397,User31,dict-effort,I2_swidth_normal,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81398,User31,dict-effort,I2_swidth_wide,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81399,User31,dict-effort,I2_swidth_wider,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81400,User31,dict-effort,I2_tlift_back,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81401,User31,dict-effort,I2_tlift_front,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81402,User31,dict-effort,I2_tlift_normal,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81403,User31,dict-effort,I2_tlift_up,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81404,User31,dict-effort,I3_slength_long,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81405,User31,dict-effort,I3_slength_longer,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81406,User31,dict-effort,I3_slength_normal,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81407,User31,dict-effort,I3_slength_short,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81408,User31,dict-effort,I3_speed1_6,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81409,User31,dict-effort,I3_speed1_8,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81410,User31,dict-effort,I3_speed2_0,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81411,User31,dict-effort,I3_speed2_2,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81412,User31,dict-effort,I3_speed2_4,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81413,User31,dict-effort,I3_speed2_6,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81414,User31,dict-effort,I3_speed2_8,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81415,User31,dict-effort,I3_speed3_0,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81416,User31,dict-effort,I3_swidth_close,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81417,User31,dict-effort,I3_swidth_normal,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81418,User31,dict-effort,I3_swidth_wide,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81419,User31,dict-effort,I3_swidth_wider,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81420,User31,dict-effort,I3_tlift_back,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81421,User31,dict-effort,I3_tlift_front,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81422,User31,dict-effort,I3_tlift_normal,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81423,User31,dict-effort,I3_tlift_up,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81424,User31,dict-effort,I4_slength_long,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81425,User31,dict-effort,I4_slength_normal,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81426,User31,dict-effort,I4_slength_short,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81427,User31,dict-effort,I4_speed1_6,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81428,User31,dict-effort,I4_speed1_8,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81429,User31,dict-effort,I4_speed2_0,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81430,User31,dict-effort,I4_speed2_2,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81431,User31,dict-effort,I4_speed2_4,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81432,User31,dict-effort,I4_speed2_6,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81433,User31,dict-effort,I4_speed2_8,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81434,User31,dict-effort,I4_swidth_close,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81435,User31,dict-effort,I4_swidth_normal,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81436,User31,dict-effort,I4_swidth_wide,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81437,User31,dict-effort,I4_tlift_back,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81438,User31,dict-effort,I4_tlift_front,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81439,User31,dict-effort,I4_tlift_normal,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81440,User31,dict-effort,I5_slength_long,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81441,User31,dict-effort,I5_slength_longer,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.03125,0.04,0.035625000000000004,0.03818181818181818
81442,User31,dict-effort,I5_slength_normal,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81443,User31,dict-effort,I5_slength_short,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0625,0.04,0.051250000000000004,0.03818181818181818
81444,User31,dict-effort,I5_speed1_4,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
81445,User31,dict-effort,I5_speed1_6,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.05263157894736842,0.04,0.04631578947368421,0.03818181818181818
81446,User31,dict-effort,I5_speed1_8,"('LAcc',)",30,"(200, 50)",relu,adam,0.2,adaptive,0.0,0.04,0.02,0.03818181818181818
