,user,attacktype,attacker,sensors,nfeatures,hlayers,activation,solver,alpha,learning_rate,far,frr,hter,refhter
116266,User44,zero-effort,rest,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.00909090909090909
116267,User44,dict-effort,I1_slength_long,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.043478260869565216,1.0,0.5217391304347826,0.5
116268,User44,dict-effort,I1_slength_longer,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.06896551724137931,1.0,0.5344827586206896,0.5
116269,User44,dict-effort,I1_slength_normal,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116270,User44,dict-effort,I1_slength_short,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.07692307692307693,1.0,0.5384615384615384,0.5
116271,User44,dict-effort,I1_speed1_4,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.09090909090909091,1.0,0.5454545454545454,0.5
116272,User44,dict-effort,I1_speed1_6,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116273,User44,dict-effort,I1_speed1_8,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116274,User44,dict-effort,I1_speed2_0,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116275,User44,dict-effort,I1_speed2_2,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116276,User44,dict-effort,I1_speed2_4,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116277,User44,dict-effort,I1_speed2_6,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116278,User44,dict-effort,I1_speed2_8,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116279,User44,dict-effort,I1_speed3_0,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116280,User44,dict-effort,I1_swidth_close,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116281,User44,dict-effort,I1_swidth_normal,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116282,User44,dict-effort,I1_swidth_wide,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116283,User44,dict-effort,I1_swidth_wider,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116284,User44,dict-effort,I1_tlift_back,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116285,User44,dict-effort,I1_tlift_front,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116286,User44,dict-effort,I1_tlift_normal,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116287,User44,dict-effort,I1_tlift_up,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116288,User44,dict-effort,I2_slength_long,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.05263157894736842,1.0,0.5263157894736842,0.5
116289,User44,dict-effort,I2_slength_longer,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.043478260869565216,1.0,0.5217391304347826,0.5
116290,User44,dict-effort,I2_slength_normal,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116291,User44,dict-effort,I2_slength_short,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116292,User44,dict-effort,I2_speed1_4,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116293,User44,dict-effort,I2_speed1_6,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116294,User44,dict-effort,I2_speed1_8,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.047619047619047616,1.0,0.5238095238095238,0.5
116295,User44,dict-effort,I2_speed2_0,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116296,User44,dict-effort,I2_speed2_2,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116297,User44,dict-effort,I2_speed2_4,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116298,User44,dict-effort,I2_speed2_6,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116299,User44,dict-effort,I2_speed2_8,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.07692307692307693,1.0,0.5384615384615384,0.5
116300,User44,dict-effort,I2_speed3_0,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116301,User44,dict-effort,I2_swidth_close,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.11764705882352941,1.0,0.5588235294117647,0.5
116302,User44,dict-effort,I2_swidth_normal,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116303,User44,dict-effort,I2_swidth_wide,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116304,User44,dict-effort,I2_swidth_wider,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.1875,1.0,0.59375,0.5
116305,User44,dict-effort,I2_tlift_back,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.05263157894736842,1.0,0.5263157894736842,0.5
116306,User44,dict-effort,I2_tlift_front,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116307,User44,dict-effort,I2_tlift_normal,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116308,User44,dict-effort,I2_tlift_up,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116309,User44,dict-effort,I3_slength_long,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116310,User44,dict-effort,I3_slength_longer,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.07692307692307693,1.0,0.5384615384615384,0.5
116311,User44,dict-effort,I3_slength_normal,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116312,User44,dict-effort,I3_slength_short,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116313,User44,dict-effort,I3_speed1_6,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116314,User44,dict-effort,I3_speed1_8,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116315,User44,dict-effort,I3_speed2_0,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116316,User44,dict-effort,I3_speed2_2,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116317,User44,dict-effort,I3_speed2_4,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116318,User44,dict-effort,I3_speed2_6,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116319,User44,dict-effort,I3_speed2_8,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116320,User44,dict-effort,I3_speed3_0,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116321,User44,dict-effort,I3_swidth_close,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116322,User44,dict-effort,I3_swidth_normal,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116323,User44,dict-effort,I3_swidth_wide,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116324,User44,dict-effort,I3_swidth_wider,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116325,User44,dict-effort,I3_tlift_back,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116326,User44,dict-effort,I3_tlift_front,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116327,User44,dict-effort,I3_tlift_normal,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116328,User44,dict-effort,I3_tlift_up,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116329,User44,dict-effort,I4_slength_long,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116330,User44,dict-effort,I4_slength_normal,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116331,User44,dict-effort,I4_slength_short,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0625,1.0,0.53125,0.5
116332,User44,dict-effort,I4_speed1_6,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
116333,User44,dict-effort,I4_speed1_8,"('LAcc',)",30,"(200, 100)",relu,adam,0.2,adaptive,0.0,1.0,0.5,0.5
